time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1710955508485472500,0.078472412109375,-0.24760201573371887,-0.565277636051178,-0.493183434009552,0.6131268739700317,-1.7039250135421753,0.33084285259246826,1.144674301147461
1710955508504433200,0.09743310546875,-0.22889818251132965,-0.5781862735748291,-0.47800013422966003,0.6203402876853943,-1.7041287422180176,0.3345603346824646,1.0883272886276245
1710955508523393800,0.116393798828125,-0.23845338821411133,-0.5699021816253662,-0.48751139640808105,0.6169960498809814,-1.7034999132156372,0.3360864222049713,1.1204259395599365
1710955508542354400,0.1353544921875,-0.242457777261734,-0.5670082569122314,-0.4906970262527466,0.6155747771263123,-1.7030973434448242,0.3354247808456421,1.132365107536316
1710955508561315000,0.154315185546875,-0.24004656076431274,-0.5694801211357117,-0.48744845390319824,0.6168176531791687,-1.7022500038146973,0.33411169052124023,1.1224056482315063
1710955508580275700,0.173275634765625,-0.2421603500843048,-0.5684470534324646,-0.48828384280204773,0.6162833571434021,-1.7014129161834717,0.3326318562030792,1.1269545555114746
1710955508599236400,0.192236328125,-0.24434319138526917,-0.5672208666801453,-0.48939836025238037,0.6156672239303589,-1.7007136344909668,0.331455796957016,1.1321799755096436
1710955508618196700,0.21119677734375,-0.24457409977912903,-0.5672563314437866,-0.48916226625442505,0.6157304644584656,-1.7002825736999512,0.33091846108436584,1.131990671157837
1710955508637157400,0.230157470703125,-0.24294936656951904,-0.5688625574111938,-0.48705995082855225,0.6165578961372375,-1.699763536453247,0.33015719056129456,1.125460147857666
1710955508656118000,0.249117919921875,-0.2460254281759262,-0.5667362213134766,-0.4891464412212372,0.6156437993049622,-1.698922038078308,0.3293382525444031,1.133870244026184
1710955508675078700,0.26807861328125,-0.2442457526922226,-0.5682432651519775,-0.4871821701526642,0.6165201663970947,-1.6984671354293823,0.32903850078582764,1.1273998022079468
1710955508694039300,0.287039306640625,-0.24397365748882294,-0.5685014128684998,-0.4869452714920044,0.6165770888328552,-1.6985981464385986,0.32898205518722534,1.1265580654144287
1710955508712999700,0.305999755859375,-0.24526292085647583,-0.5676515102386475,-0.4881437420845032,0.6159005761146545,-1.6990200281143188,0.3287373483181,1.1308046579360962
1710955508731960300,0.324960205078125,-0.24418264627456665,-0.5687437057495117,-0.48705101013183594,0.6161872744560242,-1.6993765830993652,0.3283425569534302,1.1271414756774902
1710955508750921000,0.3439208984375,-0.2431287169456482,-0.5698265433311462,-0.48569774627685547,0.6166715621948242,-1.699174404144287,0.32778799533843994,1.122946858406067
1710955508769881600,0.362881591796875,-0.24148882925510406,-0.5712426900863647,-0.4837792217731476,0.6175132393836975,-1.69863760471344,0.3274005353450775,1.116780400276184
1710955508788842200,0.38184228515625,-0.24015003442764282,-0.5723738074302673,-0.4823584258556366,0.6180991530418396,-1.6984597444534302,0.32718589901924133,1.112069010734558
1710955508807803000,0.400802978515625,-0.23973868787288666,-0.5727205872535706,-0.48190462589263916,0.6182914972305298,-1.6983702182769775,0.3271109461784363,1.110585331916809
1710955508826763500,0.419763427734375,-0.2394828349351883,-0.5729377865791321,-0.4815734922885895,0.6184474229812622,-1.6982176303863525,0.3270367681980133,1.1095565557479858
1710955508845724200,0.43872412109375,-0.23937493562698364,-0.5730040669441223,-0.4813773036003113,0.6185805201530457,-1.697975993156433,0.3270128667354584,1.1089930534362793
1710955508864684500,0.4576845703125,-0.23892857134342194,-0.5733209252357483,-0.48085206747055054,0.6188679337501526,-1.697672724723816,0.32699885964393616,1.107298731803894
1710955508883645200,0.476645263671875,-0.23898018896579742,-0.5731917023658752,-0.4807280898094177,0.6190640330314636,-1.6971051692962646,0.32703861594200134,1.1070687770843506
1710955508902605800,0.495605712890625,-0.2389465570449829,-0.5730649828910828,-0.48051097989082336,0.6193627715110779,-1.6963571310043335,0.32716256380081177,1.10651695728302
1710955508921566500,0.51456640625,-0.23933686316013336,-0.5726107358932495,-0.48073849081993103,0.6194556355476379,-1.69572114944458,0.3273116946220398,1.107448935508728
1710955508940527000,0.533527099609375,-0.2384205162525177,-0.5732669830322266,-0.479865700006485,0.6198786497116089,-1.695539951324463,0.3273763060569763,1.1044224500656128
1710955508959487500,0.552487548828125,-0.23653122782707214,-0.5748031139373779,-0.4780968427658081,0.6205464005470276,-1.6956818103790283,0.32725489139556885,1.098305106163025
1710955508978448100,0.5714482421875,-0.23451894521713257,-0.5764892101287842,-0.4760337769985199,0.6213315725326538,-1.695610761642456,0.3269481658935547,1.091429352760315
1710955508997408800,0.59040869140625,-0.23394055664539337,-0.5770331621170044,-0.4751787483692169,0.6216990351676941,-1.6952017545700073,0.32663044333457947,1.0889033079147339
1710955509016369400,0.609369384765625,-0.23289234936237335,-0.5779095888137817,-0.47390374541282654,0.6222515106201172,-1.694769024848938,0.3263557255268097,1.0848983526229858
1710955509035330000,0.628330078125,-0.23111306130886078,-0.5792809724807739,-0.47207769751548767,0.6230272650718689,-1.694464921951294,0.3262316882610321,1.0788148641586304
1710955509054290700,0.647290771484375,-0.23034487664699554,-0.5798366665840149,-0.47128957509994507,0.6233913898468018,-1.6942533254623413,0.3262265622615814,1.0761836767196655
1710955509073251300,0.666251220703125,-0.22982023656368256,-0.5801836848258972,-0.47074028849601746,0.623677134513855,-1.6940103769302368,0.3262615203857422,1.0743560791015625
1710955509092212000,0.6852119140625,-0.22989484667778015,-0.5801378488540649,-0.47066396474838257,0.623749852180481,-1.6937402486801147,0.3261641263961792,1.0742837190628052
