time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1710891310551000000,0.201,45,1.5,1.049754023551941,34.138999938964844,0,0,1095.4000244140625,-114.1336072,51.0783026
1710891315698000000,5.347999755859375,45,1.5,1.0944006443023682,25.64900016784668,0.8712659478187561,167.86288452148438,1095.4000244140625,-114.1335648,51.0781787
1710891320632000000,10.282,45,1.5,1.0509312152862549,26.554000854492188,1.1589840650558472,125.9438705444336,1095.4000244140625,-114.1334944,51.0781491
1710891325727000000,15.377,45,1.5,1.0394177436828613,20.538999557495117,1.5101563930511475,168.64193725585938,1095.4000244140625,-114.1334777,51.0780773
1710891330624000000,20.274,45,1.5,1.0512317419052124,26.239999771118164,3.9729206562042236,330.41583251953125,1095.4000244140625,-114.1336273,51.0782461
1710891335650000000,25.299999755859375,45,1.5,1.0021319389343262,33.53099822998047,1.176764726638794,358.3328857421875,1095.4000244140625,-114.1336139,51.0782875
1710891340869000000,30.519,45,1.5,1.0520408153533936,15.65999984741211,1.6727895736694336,153.08724975585938,1095.4000244140625,-114.1335145,51.0781268
1710891345706000000,35.35599975585937,45,1.5,1.0313282012939453,20.482999801635742,0.6562743186950684,165.077880859375,1095.4000244140625,-114.1335386,51.078132
1710891350749000000,40.399,45,1.5,1.0038875341415405,23.43400001525879,1.5219992399215698,339.02459716796875,1095.4000244140625,-114.1336395,51.0783079
1710891355944000000,45.594,45,1.5,1.1197316646575928,24.825000762939453,0.34278926253318787,172.82122802734375,1095.4000244140625,-114.1335807,51.0781873
1710891360840000000,50.49,45,1.5,1.0112360715866089,24.722000122070312,0.4731544554233551,153.31735229492188,1095.4000244140625,-114.133549,51.0781635
1710891365795000000,55.445,45,1.5,1.0418622493743896,24.207000732421875,0.3234693706035614,196.66015625,1095.4000244140625,-114.1335856,51.0781567
1710891370802000000,60.451999755859376,45,1.5,1.0414634943008423,27.586000442504883,0.3495781719684601,127.52113342285156,1095.4000244140625,-114.1335299,51.078153
1710891375805000000,65.455,45,1.5,1.0667563676834106,22.235000610351562,1.215164065361023,336.84844970703125,1095.4000244140625,-114.1336415,51.0782888
1710891381027000000,70.677,45,1.5,1.0739399194717407,28.797000885009766,0.19757120311260223,335.8451232910156,1095.4000244140625,-114.1336102,51.078242
