
Axis,findpeaks,findpeaks_above_zero,double_findpeaks,zero_cross,Sensor
Z,-58,-47,-9,1,accel_data
Y,-88,-53,-14,-9.5,accel_data
X,-76,-45,-11,-4.5,accel_data
