time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1707007009135501300,0.064501220703125,0.651569128036499,0.06407195329666138,0.46043992042541504,0.5994560122489929,-0.7445589900016785,-0.688683807849884,-1.9323322772979736
1707007009154461000,0.0834609375,0.6480450630187988,0.07912322878837585,0.45350906252861023,0.6067179441452026,-0.7065664529800415,-0.7113474607467651,-1.908913493156433
1707007009173420300,0.102420166015625,0.620489239692688,0.08902359008789062,0.45628228783607483,0.6315650343894958,-0.674287736415863,-0.7571051716804504,-1.8301523923873901
1707007009192379600,0.121379638671875,0.34302088618278503,-0.05123252794146538,0.47975102066993713,0.8059471845626831,-0.6564146280288696,-0.8303393125534058,-1.102752685546875
1707007009211339000,0.140339111328125,-0.022495029494166374,-0.22979684174060822,0.45639562606811523,0.859296441078186,-0.6646546721458435,-0.9185079336166382,-0.28574228286743164
1707007009230298400,0.15929833984375,-0.05866089463233948,-0.24505352973937988,0.48399707674980164,0.8380062580108643,-0.7104567289352417,-0.9971640110015869,-0.2588176429271698
1707007009249258000,0.178258056640625,-0.054974913597106934,-0.24619312584400177,0.5118184685707092,0.8212238550186157,-0.7757582068443298,-1.0505645275115967,-0.3313680589199066
1707007009268217300,0.19721728515625,-0.053895410150289536,-0.25320303440093994,0.5300150513648987,0.8075069785118103,-0.8485580682754517,-1.082801342010498,-0.3971764147281647
1707007009287176700,0.2161767578125,-0.032713960856199265,-0.2513997256755829,0.5521268844604492,0.7942819595336914,-0.9424799084663391,-1.1051629781723022,-0.5265499353408813
1707007009306136000,0.235135986328125,0.011498231440782547,-0.2310420125722885,0.5788701772689819,0.7819186449050903,-1.0337530374526978,-1.1196447610855103,-0.7138382792472839
1707007009325095700,0.254095703125,0.064808689057827,-0.19693760573863983,0.6022356748580933,0.7709264755249023,-1.094236969947815,-1.1267768144607544,-0.9023828506469727
1707007009344055000,0.273054931640625,0.1474861353635788,-0.13989174365997314,0.6207089424133301,0.757230818271637,-1.121787190437317,-1.1169688701629639,-1.1328098773956299
1707007009363014400,0.292014404296875,0.3059762716293335,-0.018427763134241104,0.6325300335884094,0.711297869682312,-1.1217997074127197,-1.0941914319992065,-1.5433963537216187
1707007009381973800,0.310973876953125,0.4550018906593323,0.10986320674419403,0.6173915266990662,0.6322429180145264,-1.1032567024230957,-1.0772510766983032,-1.9523288011550903
1707007009400933000,0.32993310546875,0.5137361288070679,0.17145490646362305,0.5986216068267822,0.59019535779953,-1.072550654411316,-1.0817314386367798,-2.118267774581909
1707007009419892700,0.348892822265625,0.5071191787719727,0.18110643327236176,0.5947056412696838,0.5969554781913757,-1.0401583909988403,-1.1055492162704468,-2.087632656097412
1707007009438852000,0.36785205078125,0.47310349345207214,0.17005404829978943,0.6003730893135071,0.6219379305839539,-1.0153836011886597,-1.1377601623535156,-1.9841293096542358
1707007009457811500,0.3868115234375,0.4195687770843506,0.14019325375556946,0.6117148995399475,0.6558298468589783,-0.9983279705047607,-1.1680887937545776,-1.8300398588180542
1707007009476770800,0.405770751953125,0.3685173988342285,0.11056947708129883,0.6207849979400635,0.6830778121948242,-0.9817161560058594,-1.1932785511016846,-1.6859626770019531
1707007009495730400,0.42473046875,0.330064058303833,0.09102153033018112,0.6259976625442505,0.7006424069404602,-0.96077561378479,-1.2147632837295532,-1.575474739074707
1707007009514689800,0.443689697265625,0.2955764830112457,0.07326112687587738,0.629778265953064,0.7145954966545105,-0.9385560750961304,-1.2326823472976685,-1.4740917682647705
1707007009533649200,0.462649169921875,0.2699762284755707,0.060680825263261795,0.6322322487831116,0.7236801981925964,-0.9196678400039673,-1.2463665008544922,-1.3980568647384644
1707007009552608500,0.4816083984375,0.2580306828022003,0.05814097076654434,0.6331768035888672,0.727411150932312,-0.9019371271133423,-1.2569853067398071,-1.3585898876190186
1707007009571567900,0.50056787109375,0.25394290685653687,0.061782583594322205,0.6329045295715332,0.7287850975990295,-0.880142867565155,-1.2659106254577637,-1.3358169794082642
1707007009590527500,0.519527587890625,0.24860915541648865,0.06425224989652634,0.6323025226593018,0.7309300303459167,-0.8539637327194214,-1.274023413658142,-1.305150032043457
1707007009609486800,0.53848681640625,0.24461273849010468,0.06742199510335922,0.6314350366592407,0.7327405214309692,-0.8265553116798401,-1.2811349630355835,-1.276288628578186
1707007009628446200,0.5574462890625,0.24195316433906555,0.07089201360940933,0.6305111646652222,0.7340903878211975,-0.8009722232818604,-1.2870359420776367,-1.2516984939575195
1707007009647405800,0.57640576171875,0.22952622175216675,0.06528349220752716,0.6305925846099854,0.7385179400444031,-0.7773486971855164,-1.2919602394104004,-1.2015306949615479
1707007009666365200,0.595365234375,0.213473841547966,0.05597658455371857,0.6311315894126892,0.7436184883117676,-0.7570476531982422,-1.2962243556976318,-1.1441397666931152
1707007009685324500,0.614324462890625,0.1964537799358368,0.045127201825380325,0.6320939660072327,0.7482156753540039,-0.7430136799812317,-1.3002164363861084,-1.0895427465438843
1707007009704284000,0.633283935546875,0.18488839268684387,0.03740505501627922,0.6331556439399719,0.7506870627403259,-0.7386660575866699,-1.3032974004745483,-1.057214617729187
1707007009723243500,0.652243408203125,0.17843827605247498,0.033081892877817154,0.6339811682701111,0.7517534494400024,-0.7383759021759033,-1.3054478168487549,-1.0413199663162231
1707007009742203000,0.671202880859375,0.2208535373210907,0.07019640505313873,0.6313971281051636,0.7400228381156921,-0.7369840145111084,-1.3073676824569702,-1.1552289724349976
