time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1707165598967000000,0.23,45,1.5,1.1538012027740479,21.937000274658203,0,0,1099.0999755859375,-114.1339289,51.0778626
1707165604089000000,5.352,45,1.5,1.1550699472427368,15.9350004196167,1.0655895471572876,232.7021484375,1099.0999755859375,-114.1340443,51.0778074
1707165610092525600,11.355525634765625,45,1.5,1.1994988918304443,27.356000900268555,0.2498902529478073,215.4370574951172,1099.0999755859375,-114.1340542,51.0777974
1707165610657806600,11.920806640625,45,1.5,1.1507229804992676,20.479000091552734,0.42596375942230225,83.58206939697266,1099.2000732421875,-114.1340033,51.0778106
1707165611226608000,12.489608154296874,0,1.5,1.170290231704712,18.426000595092773,0.024793051183223724,0,1099.2000732421875,-114.1340026,51.0778122
1707165611795410000,13.058409912109376,0,1.5,1.170290231704712,17.709999084472656,0.01423116959631443,0,1099.2000732421875,-114.1340001,51.0778131
1707165612886957800,14.149957763671875,0,1.5,1.1790210008621216,18,0.010401739738881588,0,1099.2000732421875,-114.1339993,51.0778145
1707165613388055000,14.651054931640624,0,1.5,1.1936911344528198,18.5310001373291,0.009324448183178902,0,1099.2000732421875,-114.1339994,51.077816
1707165613956856300,15.219856201171876,0,1.5,1.183403491973877,19.264999389648438,0.008045410737395287,0,1099.2000732421875,-114.1339996,51.0778173
1707165614525657300,15.7886572265625,0,1.5,1.183403491973877,20.108999252319336,0.009395097382366657,0,1099.2000732421875,-114.1340007,51.0778191
1707165615028383500,16.291383544921874,0,1.5,1.2287788391113281,21.0310001373291,0.009922933764755726,0,1099.2000732421875,-114.1340017,51.0778205
1707165615549499600,16.812499755859374,0,1.5,1.1740599870681763,19.72599983215332,0.07821743190288544,0,1099.300048828125,-114.1339455,51.0778404
1707165616129548800,17.392548828125,45,1.5,1.1816177368164062,20.113000869750977,0.10572009533643723,45.385501861572266,1099.300048828125,-114.1339098,51.0778537
1707165616687104500,17.9501044921875,45,1.5,1.1816177368164062,20.56599998474121,0.12477628886699677,47.73381805419922,1099.300048828125,-114.133881,51.077865
1707165617212800300,18.47580029296875,45,1.5,1.190824270248413,21.038999557495117,0.28479573130607605,41.981773376464844,1099.300048828125,-114.1338569,51.0778766
1707165617824710000,19.0877099609375,45,1.5,1.190824270248413,21.295000076293945,0.441738098859787,37.997886657714844,1099.300048828125,-114.1338345,51.0778888
1707165618393512200,19.65651220703125,45,1.5,1.2078518867492676,21.523000717163086,0.4691992700099945,38.49890899658203,1099.300048828125,-114.1338161,51.0778987
1707165618962314500,20.225314453125,45,1.5,1.2078518867492676,21.659000396728516,0.4942376911640167,38.7915153503418,1099.300048828125,-114.1338015,51.0779068
1707165619531116300,20.7941162109375,45,1.5,1.2186630964279175,21.7549991607666,0.519208550453186,38.79056167602539,1099.300048828125,-114.1337876,51.0779163
1707165620093073200,21.3560732421875,45,1.5,1.2186630964279175,21.784000396728516,0.5422396063804626,38.59393310546875,1099.300048828125,-114.1337773,51.0779244
1707165620668720600,21.931720703125,45,1.5,1.1798219680786133,22.332000732421875,0.5888075232505798,39.45707702636719,1099.300048828125,-114.1337511,51.0779376
1707165621212327700,22.47532763671875,45,1.5,1.1798219680786133,22.868999481201172,0.6273007392883301,39.78605651855469,1099.300048828125,-114.1337324,51.0779482
1707165621806327000,23.0693271484375,45,1.5,1.1911391019821167,23.388999938964844,0.6642370820045471,39.83700180053711,1099.300048828125,-114.1337142,51.0779603
1707165622375130400,23.63813037109375,45,1.5,1.1911391019821167,23.902000427246094,0.6988773941993713,39.651153564453125,1099.300048828125,-114.1336983,51.0779723
1707165622943933400,24.206933349609375,45,1.5,1.218443512916565,24.368000030517578,0.7297585606575012,39.337013244628906,1099.300048828125,-114.1336871,51.0779818
1707165623512736500,24.775736572265625,45,1.5,1.218443512916565,24.7810001373291,0.5375459790229797,0.23388856649398804,1099.300048828125,-114.1336999,51.077992
1707165624016423700,25.279423583984375,45,1.5,1.2172248363494873,25.115999221801758,0.5141137838363647,0.1846730262041092,1099.300048828125,-114.1336925,51.078
1707165624536580900,25.799580810546875,45,1.5,1.2172248363494873,25.37700080871582,0.4933345317840576,0.16801440715789795,1099.300048828125,-114.1336864,51.0780097
1707165625105383200,26.368383056640624,45,1.5,1.2208210229873657,25.594999313354492,0.47369202971458435,0.16596899926662445,1099.300048828125,-114.1336818,51.0780173
1707165625674186200,26.937186279296874,45,1.5,1.1681557893753052,25.792999267578125,0.5052255392074585,0.15415216982364655,1099.300048828125,-114.1336822,51.0780325
1707165626242989800,27.50598974609375,45,1.5,1.18143892288208,25.95800018310547,0.4815443456172943,0.14458106458187103,1099.300048828125,-114.1336843,51.0780428
1707165626811794000,28.0747939453125,45,1.5,1.18143892288208,26.113000869750977,0.45449644327163696,0.11869243532419205,1099.300048828125,-114.1336874,51.0780538
1707165627355240700,28.61824072265625,45,1.5,1.2115235328674316,26.058000564575195,0.4231908917427063,0.06987977027893066,1099.300048828125,-114.1336917,51.0780623
1707165627949401600,29.212401611328126,45,1.5,1.2190624475479126,26.283000946044922,0.3887324631214142,359.97979736328125,1099.300048828125,-114.1336968,51.0780711
1707165628454758100,29.717758056640626,45,1.5,1.2190624475479126,26.479999542236328,0.35432150959968567,359.8365173339844,1099.300048828125,-114.1337026,51.078079
1707165628973247000,30.2362470703125,45,1.5,1.2243655920028687,26.503000259399414,0.31800466775894165,359.5922546386719,1099.300048828125,-114.1337092,51.078087
