time,seconds_elapsed,z,y,x
1711422165626350300,0.060350341796875,3.6360456943511963,6.300870418548584,6.576366901397705
1711422165645311700,0.079311767578125,3.416731834411621,6.78700590133667,6.199427127838135
1711422165664273000,0.09827294921875,3.1196935176849365,7.067691326141357,6.0403337478637695
1711422165683234000,0.117234130859375,2.860746145248413,7.139886856079102,6.083464622497559
1711422165702195500,0.136195556640625,2.4895455837249756,7.020427227020264,6.378569602966309
1711422165721156600,0.155156494140625,2.2109813690185547,6.842694282531738,6.6677961349487305
1711422165740118000,0.174117919921875,2.127368688583374,6.755051136016846,6.783360958099365
1711422165759079200,0.1930791015625,2.0626041889190674,6.6599297523498535,6.8964762687683105
1711422165778040300,0.212040283203125,1.8961529731750488,6.559559345245361,7.038975715637207
1711422165797001500,0.23100146484375,1.733728289604187,6.587985038757324,7.054291248321533
1711422165815963000,0.249962890625,1.5700055360794067,6.65252161026001,7.032028675079346
1711422165834924000,0.268924072265625,1.3503224849700928,6.654702186584473,7.075447082519531
1711422165853885200,0.28788525390625,1.1673039197921753,6.653756618499756,7.108818531036377
1711422165872846600,0.3068466796875,1.0787323713302612,6.68454122543335,7.09391450881958
1711422165891807700,0.325807861328125,0.9438664317131042,6.691316604614258,7.1067423820495605
1711422165910769200,0.34476904296875,0.730811595916748,6.705448627471924,7.118515968322754
1711422165929730300,0.363730224609375,0.5055533051490784,6.751613616943359,7.094399929046631
1711422165948691500,0.38269140625,0.3012838363647461,6.792929649353027,7.066522121429443
1711422165967652900,0.40165283203125,0.12678539752960205,6.818863391876221,7.046802043914795
1711422165986614000,0.420614013671875,0.05161761865019798,6.80402135848999,7.062083721160889
1711422166005575200,0.4395751953125,0.04191717505455017,6.81559944152832,7.050973415374756
1711422166024536300,0.458536376953125,0.007563811726868153,6.802737712860107,7.063503742218018
1711422166043497700,0.477497802734375,0.008018014952540398,6.760533332824707,7.103907585144043
1711422166062459000,0.496458984375,0.08243916183710098,6.689207553863525,7.170639991760254
1711422166081420300,0.515420166015625,0.21609483659267426,6.595463752746582,7.254208564758301
1711422166100381400,0.53438134765625,0.39686405658721924,6.525381088256836,7.309739589691162
1711422166119342600,0.553342529296875,0.614240825176239,6.489894390106201,7.326279163360596
1711422166138303700,0.5723037109375,0.8804060816764832,6.477386474609375,7.3101806640625
1711422166157265200,0.59126513671875,1.1688035726547241,6.48321533203125,7.264447212219238
1711422166176226300,0.610226318359375,1.442948579788208,6.491832733154297,7.207245826721191
1711422166195187500,0.6291875,1.6794484853744507,6.495915412902832,7.152126789093018
1711422166214148900,0.64814892578125,1.8553112745285034,6.506282329559326,7.099049091339111
1711422166233110000,0.667110107421875,1.9872581958770752,6.506717205047607,7.0628485679626465
1711422166252071200,0.6860712890625,2.051717519760132,6.476463317871094,7.0722174644470215
1711422166271032300,0.7050322265625,2.0942907333374023,6.460813999176025,7.074051856994629
1711422166289993700,0.72399365234375,2.16162109375,6.443497657775879,7.0695905685424805
1711422166308955000,0.742954833984375,2.2414438724517822,6.433103561401367,7.054182529449463
1711422166327916000,0.761916015625,2.330277919769287,6.444889545440674,7.014527320861816
1711422166346877200,0.780877197265625,2.412898540496826,6.474222183227539,6.95936393737793
1711422166365838600,0.799838623046875,2.506573438644409,6.502537250518799,6.899600028991699
1711422166384799700,0.8187998046875,2.6063976287841797,6.528812885284424,6.837520599365234
1711422166403761000,0.837760986328125,2.700476884841919,6.55600643157959,6.774702548980713
1711422166422722000,0.85672216796875,2.7911977767944336,6.587526798248291,6.70701789855957
1711422166441683500,0.875683349609375,2.897374153137207,6.630548000335693,6.619020938873291
1711422166460644600,0.89464453125,3.0048091411590576,6.69287633895874,6.507450103759766
1711422166479605800,0.913605712890625,3.107207775115967,6.766203880310059,6.382328987121582
1711422166498567200,0.932567138671875,3.2014029026031494,6.833133220672607,6.263362407684326
1711422166517528300,0.9515283203125,3.2884016036987305,6.8875412940979,6.157806873321533
1711422166536489500,0.970489501953125,3.3722705841064453,6.93589973449707,6.05734920501709
1711422166555450600,0.98945068359375,3.4569830894470215,6.984959125518799,5.952310562133789
1711422166574411800,1.008411865234375,3.5493650436401367,7.031202793121338,5.842480659484863
1711422166593373200,1.027373291015625,3.6434009075164795,7.0691328048706055,5.737890720367432
1711422166612334300,1.046334228515625,3.7393641471862793,7.108057975769043,5.626993656158447
1711422166631295500,1.06529541015625,3.83990740776062,7.154963493347168,5.498363494873047
1711422166650256600,1.084256591796875,3.943401336669922,7.20819091796875,5.353686809539795
1711422166669217800,1.1032177734375,4.045586585998535,7.2657060623168945,5.197415351867676
1711422166688179200,1.12217919921875,4.148647785186768,7.3245439529418945,5.030920505523682
1711422166707140400,1.141140380859375,4.251673698425293,7.388879776000977,4.8474860191345215
1711422166726101500,1.1601015625,4.3566999435424805,7.460059642791748,4.640803813934326
1711422166745063000,1.17906298828125,4.465077877044678,7.531676292419434,4.416708946228027
1711422166764024000,1.198024169921875,4.562068939208984,7.604867458343506,4.1861572265625
1711422166782985200,1.216985107421875,4.64460563659668,7.680187225341797,3.951296806335449
1711422166801946400,1.2359462890625,4.719257354736328,7.757304668426514,3.704489231109619
1711422166820907500,1.254907470703125,4.798119068145752,7.829158306121826,3.442779541015625
1711422166839869000,1.273868896484375,4.884000301361084,7.886913299560547,3.18017840385437
1711422166858830000,1.292830078125,4.974455833435059,7.927134990692139,2.9301369190216064
1711422166877791200,1.311791259765625,5.059957027435303,7.953059196472168,2.7048254013061523
1711422166896752400,1.33075244140625,5.148149013519287,7.958432674407959,2.5160090923309326
