version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,SM-S901W,1700358261213,2023-11-18_01-44-21,America/Edmonton,android,1.25.1,95c8515f-4d25-4ab3-bcf7-b13f48868d5e,Accelerometer|Gravity|Gyroscope|Orientation|Barometer|Pedometer|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0|10||10|10|10
