time,seconds_elapsed,z,y,x
1711507590068573000,0.059572998046875,0,0,0
1711507590087531800,0.07853173828125,0.004927635192871094,-0.0007691383361816406,0.04882526397705078
1711507590106490400,0.097490478515625,0.023137688636779785,-0.059917449951171875,-0.023960590362548828
1711507590125449200,0.11644921875,-0.018740057945251465,0.07849359512329102,0.0604548454284668
1711507590144408000,0.135407958984375,-0.05995619297027588,0.11821222305297852,0.11760759353637695
1711507590163366700,0.15436669921875,0.02825760841369629,0.053856849670410156,0.09268712997436523
1711507590182325200,0.1733251953125,0.08983182907104492,-0.04318428039550781,0.07310962677001953
1711507590201284000,0.1922841796875,0.005802035331726074,0.11402559280395508,0.11825084686279297
1711507590220242700,0.21124267578125,0.043328046798706055,0.1290421485900879,0.09821701049804688
1711507590239201500,0.230201416015625,0.24871277809143066,-0.0402684211730957,0.04022502899169922
1711507590258160000,0.24916015625,0.19270026683807373,0.016479969024658203,0.05575227737426758
1711507590277119000,0.268118896484375,0.06271302700042725,0.22595691680908203,0.1778583526611328
1711507590296077600,0.28707763671875,0.04146552085876465,0.35981130599975586,0.19294309616088867
1711507590315036400,0.306036376953125,0.0725095272064209,0.2330303192138672,0.1040201187133789
1711507590333995000,0.3249951171875,-0.07707631587982178,0.14110517501831055,0.11540079116821289
1711507590352953900,0.343953857421875,-0.08327317237854004,0.11584091186523438,-0.05208730697631836
1711507590371912400,0.362912353515625,-0.17447888851165771,0.0017552375793457031,-0.19045639038085938
1711507590390871300,0.381871337890625,-0.16273599863052368,0.18876171112060547,-0.23630332946777344
1711507590409830000,0.400829833984375,-0.16082841157913208,0.27721500396728516,-0.3036174774169922
1711507590428788500,0.41978857421875,-0.03462016582489014,0.39458703994750977,-0.31713390350341797
1711507590447747300,0.438747314453125,0.05730855464935303,0.39025306701660156,-0.3550386428833008
1711507590466706200,0.4577060546875,0.08308768272399902,-0.020883560180664062,-0.44680023193359375
1711507590485664800,0.476664794921875,-0.015474140644073486,-0.2593817710876465,-0.4749178886413574
1711507590504623400,0.495623291015625,-0.12923967838287354,-0.2732243537902832,-0.44728946685791016
1711507590523582200,0.514582275390625,-0.2979026436805725,-0.3070664405822754,-0.21682357788085938
1711507590542540800,0.533540771484375,-0.2797815799713135,-0.25794124603271484,-0.00412750244140625
1711507590561499600,0.552499755859375,-0.13834750652313232,-0.43758344650268555,-0.025948524475097656
1711507590580458200,0.571458251953125,-0.18104815483093262,-0.976891040802002,-0.16192293167114258
1711507590599417000,0.5904169921875,-0.17789527773857117,-0.9694986343383789,-0.34383726119995117
1711507590618375700,0.609375732421875,-0.37762752175331116,-1.1085872650146484,-0.440582275390625
1711507590637334500,0.62833447265625,-0.4624437391757965,-1.1120400428771973,-0.2084488868713379
1711507590656293000,0.647293212890625,-0.3904511034488678,-0.8708243370056152,0.024087905883789062
1711507590675251700,0.666251708984375,-0.25073179602622986,-0.5778460502624512,0.2983236312866211
1711507590694210600,0.68521044921875,-0.17291216552257538,-0.521507740020752,0.39502859115600586
1711507590713169200,0.704169189453125,-0.16483545303344727,-0.5811495780944824,0.42577028274536133
1711507590732128000,0.7231279296875,-0.11091406643390656,-0.4955596923828125,0.576195240020752
1711507590751086600,0.742086669921875,-0.28345999121665955,-0.5464625358581543,0.6096272468566895
1711507590770045400,0.76104541015625,-0.4758651852607727,-0.19016647338867188,0.7761340141296387
1711507590789004000,0.780004150390625,-0.22700151801109314,0.4206995964050293,1.050062656402588
1711507590807962600,0.798962646484375,0.07127495110034943,0.7923202514648438,1.1654257774353027
1711507590826921500,0.81792138671875,-0.16588541865348816,0.8153915405273438,1.6722359657287598
1711507590845880000,0.836880126953125,-0.4463903605937958,0.7339038848876953,2.678783416748047
1711507590864839000,0.8558388671875,-0.5941650867462158,0.37419891357421875,2.6852426528930664
1711507590883797800,0.8747978515625,-0.5406312346458435,0.18837738037109375,2.147512912750244
1711507590902756400,0.89375634765625,-0.35823744535446167,0.18854141235351562,1.6446537971496582
1711507590921715000,0.91271484375,-0.4735810458660126,-0.040488243103027344,1.019648551940918
