version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,SM-S901W,1707164323692,2024-02-05_20-18-43,America/Edmonton,android,1.28,95c8515f-4d25-4ab3-bcf7-b13f48868d5e,Accelerometer|Gravity|Gyroscope|Orientation|Barometer|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0|0||10|10|10
