time,seconds_elapsed,z,y,x
1707164788526046500,0.10204638671875,5.112265586853027,7.29810905456543,3.28773832321167
1707164788545005800,0.121005859375,4.9292144775390625,7.16650390625,3.0101709365844727
1707164788563965200,0.139965087890625,4.479363918304443,7.122236728668213,2.6189444065093994
1707164788582924500,0.158924560546875,4.100101470947266,6.798008918762207,2.33180570602417
1707164788601884000,0.1778837890625,3.655036687850952,6.829115867614746,2.4406790733337402
1707164788620843300,0.19684326171875,3.6083765029907227,7.04207706451416,2.733799934387207
1707164788639802600,0.215802734375,3.8464624881744385,7.475177764892578,3.820141315460205
1707164788658762000,0.234761962890625,3.620340585708618,7.348358154296875,4.159922122955322
1707164788677721300,0.253721435546875,3.2961132526397705,6.80877685546875,3.7603209018707275
1707164788696681000,0.272680908203125,3.0616166591644287,6.809973239898682,3.6670007705688477
1707164788715640300,0.291640380859375,2.451446771621704,7.491927623748779,3.851248025894165
1707164788734599700,0.310599609375,2.218146562576294,7.8041911125183105,4.478167533874512
1707164788753559000,0.32955908203125,2.0470597743988037,8.00518798828125,5.178068161010742
1707164788772518400,0.348518310546875,2.1643080711364746,7.81974458694458,5.6554365158081055
1707164788791477800,0.367477783203125,2.368894338607788,7.932207107543945,5.782256126403809
1707164788810437000,0.38643701171875,1.9369899034500122,8.214560508728027,5.763113498687744
1707164788829396500,0.405396484375,1.4632110595703125,8.541180610656738,5.763113498687744
1707164788848355800,0.42435595703125,1.1676974296569824,8.74337387084961,5.545366287231445
1707164788867315200,0.443315185546875,1.2993026971817017,8.14636516571045,5.651846885681152
1707164788886274600,0.462274658203125,1.5194423198699951,8.756534576416016,5.720042705535889
1707164788905234000,0.48123388671875,1.1808580160140991,9.613164901733398,5.755934715270996
1707164788924193500,0.500193603515625,0.8350951075553894,9.66102123260498,5.670989513397217
1707164788943153000,0.51915283203125,0.6711867451667786,9.665806770324707,5.444868087768555
1707164788962112300,0.5381123046875,0.22492532432079315,9.488738059997559,4.861019134521484
1707164788981071600,0.557071533203125,-0.08733802288770676,9.004191398620605,4.071387767791748
1707164789000031000,0.576031005859375,-0.3517449200153351,9.675378799438477,3.4121651649475098
1707164789018990300,0.594990234375,-0.5228317379951477,9.908679008483887,3.1680972576141357
1707164789037949700,0.61394970703125,-0.5982056856155396,9.687342643737793,2.9455647468566895
1707164789056909000,0.632908935546875,-0.8398807644844055,9.78544807434082,3.0101709365844727
1707164789075868400,0.651868408203125,-1.0396814346313477,10.052248001098633,3.284149169921875
1707164789094827800,0.670827880859375,-1.0265209674835205,10.067801475524902,3.3619158267974854
1707164789113787100,0.689787109375,-0.8027920126914978,9.842875480651855,3.297309637069702
1707164789132746500,0.70874658203125,-0.6472585201263428,9.840482711791992,3.339184045791626
1707164789151705900,0.727705810546875,-0.7070791125297546,10.00439167022705,3.3858439922332764
1707164789170665200,0.746665283203125,-0.6592226624488831,9.976874351501465,3.3415768146514893
1707164789189624600,0.76562451171875,-0.4534398913383484,9.845269203186035,3.370290756225586
1707164789208584000,0.784583984375,-0.2883351147174835,9.768698692321777,3.207578659057617
1707164789227543300,0.803543212890625,-0.23449662327766418,9.78664493560791,2.963510751724243
1707164789246503000,0.8225029296875,-0.26201409101486206,9.693324089050293,2.6739792823791504
1707164789265462300,0.841462158203125,-0.15672987699508667,9.57487964630127,2.427518606185913
1707164789284421600,0.860421630859375,-0.05383851006627083,9.474381446838379,2.297109842300415
1707164789303381000,0.879381103515625,0.17587246000766754,9.549755096435547,2.152343988418579
1707164789322340400,0.89834033203125,0.2787638306617737,9.675378799438477,1.8939191102981567
1707164789341299700,0.9172998046875,0.3409772217273712,9.839286804199219,1.6893328428268433
1707164789360259000,0.936259033203125,0.5000999569892883,9.765109062194824,1.4799607992172241
1707164789379218400,0.955218505859375,0.7034898400306702,9.475577354431152,1.5936198234558105
1707164789398177800,0.974177734375,0.8279166221618652,9.422935485839844,1.8795621395111084
1707164789417137200,0.99313720703125,0.9032905697822571,9.550951957702637,1.950150489807129
1707164789436096500,1.012096435546875,0.9798609018325806,9.605986595153809,2.0027925968170166
1707164789455056100,1.03105615234375,0.9954141974449158,9.610772132873535,1.947757601737976
1707164789474015500,1.050015380859375,0.9355936646461487,9.479166984558105,1.887937068939209
1707164789492974800,1.068974853515625,0.9379864931106567,9.221938133239746,1.92741858959198
1707164789511934200,1.087934326171875,1.0755738019943237,9.089137077331543,1.8735800981521606
1707164789530893600,1.1068935546875,0.898504912853241,9.032905578613281,1.6271194219589233
1707164789549853000,1.12585302734375,0.638883650302887,9.169296264648438,1.4632110595703125
1707164789568812500,1.1448125,0.6317051649093628,9.284152030944824,1.231107234954834
1707164789587772000,1.16377197265625,0.7585247755050659,9.230313301086426,1.1389836072921753
1707164789606731300,1.182731201171875,0.885344386100769,9.156135559082031,1.2059825658798218
1707164789625690600,1.201690673828125,1.1126625537872314,9.21117115020752,1.588834285736084
1707164789644650000,1.22064990234375,1.317248821258545,9.284152030944824,1.8508483171463013
1707164789663609300,1.239609375,1.412961721420288,9.300901412963867,1.8269200325012207
1707164789682568700,1.258568603515625,1.3399807214736938,9.236295700073242,1.7443677186965942
1707164789701528300,1.2775283203125,1.196411371231079,9.349954605102539,1.6199408769607544
1707164789720487700,1.29648779296875,1.1581261157989502,9.498309135437012,1.4727823734283447
1707164789739447000,1.315447021484375,1.2454642057418823,9.56650447845459,1.4225330352783203
1707164789758406400,1.334406494140625,1.29810631275177,9.515059471130371,1.4835500717163086
1707164789777366000,1.353365966796875,1.3507484197616577,9.584450721740723,1.5337992906570435
