time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1710953587393060900,0.077060791015625,0.6982053518295288,0.5766247510910034,0.3744764029979706,0.19945074617862701,-1.386693000793457,-1.2682609558105469,2.600938081741333
1710953587412019200,0.096019287109375,0.710944414138794,0.6140002608299255,0.3151361346244812,0.13509601354599,-1.404427170753479,-1.2805988788604736,2.392305374145508
1710953587430977500,0.1149775390625,0.7078515887260437,0.6167654395103455,0.314937561750412,0.1391431838274002,-1.4229896068572998,-1.289872169494629,2.3790981769561768
1710953587449935600,0.133935546875,0.6918743848800659,0.5913053750991821,0.36400866508483887,0.1979026347398758,-1.439129114151001,-1.2953159809112549,2.5279645919799805
1710953587468894000,0.15289404296875,0.6870771646499634,0.5864353179931641,0.3741722106933594,0.2097945511341095,-1.4513506889343262,-1.2973695993423462,2.550121545791626
1710953587487852000,0.17185205078125,0.6900712251663208,0.5936194062232971,0.3642999231815338,0.1967315375804901,-1.4605430364608765,-1.2965067625045776,2.505108118057251
1710953587506810000,0.19081005859375,0.696063756942749,0.6051979660987854,0.3455203175544739,0.17276112735271454,-1.4656236171722412,-1.2938603162765503,2.434034585952759
1710953587525768400,0.2097685546875,0.7013946771621704,0.6155712604522705,0.3268972337245941,0.149183452129364,-1.4677783250808716,-1.2907843589782715,2.3675765991210938
1710953587544726800,0.228726806640625,0.700248122215271,0.6118291020393372,0.33378103375434875,0.15462203323841095,-1.4686897993087769,-1.287302851676941,2.385594367980957
1710953587563684900,0.247684814453125,0.7009004354476929,0.6116836667060852,0.33365821838378906,0.15249213576316833,-1.4679112434387207,-1.284226894378662,2.383103609085083
1710953587582643200,0.266643310546875,0.6994918584823608,0.607589840888977,0.34079352021217346,0.15939103066921234,-1.4673476219177246,-1.282210111618042,2.4052059650421143
1710953587601601300,0.285601318359375,0.6991973519325256,0.6066635251045227,0.34246858954429626,0.16061663627624512,-1.467828631401062,-1.2812284231185913,2.4092202186584473
1710953587620559600,0.3045595703125,0.6996952295303345,0.6074390411376953,0.34094926714897156,0.15873874723911285,-1.4672439098358154,-1.280950903892517,2.4046199321746826
1710953587639518000,0.32351806640625,0.70024573802948,0.6086897253990173,0.3386671543121338,0.15638816356658936,-1.4669060707092285,-1.2813142538070679,2.3978540897369385
1710953587658476000,0.34247607421875,0.6999932527542114,0.6091640591621399,0.33845335245132446,0.15613432228565216,-1.469814419746399,-1.281727910041809,2.3942086696624756
1710953587677434000,0.36143408203125,0.7003087401390076,0.6113326549530029,0.3356154263019562,0.15232303738594055,-1.4750134944915771,-1.28164803981781,2.3788652420043945
1710953587696392400,0.380392333984375,0.6995595693588257,0.6108598113059998,0.3374484181404114,0.15360738337039948,-1.4797974824905396,-1.2811144590377808,2.378865957260132
1710953587715350500,0.3993505859375,0.6988014578819275,0.6098185181617737,0.33997341990470886,0.15561486780643463,-1.4831346273422241,-1.2802726030349731,2.382497787475586
1710953587734308900,0.418308837890625,0.6981004476547241,0.6088432669639587,0.34238526225090027,0.15728288888931274,-1.4866571426391602,-1.279144287109375,2.385277271270752
1710953587753267200,0.43726708984375,0.697756290435791,0.6088722348213196,0.3432028591632843,0.1569157838821411,-1.4911596775054932,-1.2778483629226685,2.381537437438965
1710953587772225300,0.456225341796875,0.6975061297416687,0.6092280745506287,0.34352532029151917,0.15593822300434113,-1.4960339069366455,-1.276539921760559,2.375734567642212
1710953587791183600,0.47518359375,0.6969541311264038,0.6088722348213196,0.34501904249191284,0.15649741888046265,-1.5004018545150757,-1.2754493951797485,2.3745720386505127
1710953587810141700,0.4941416015625,0.6964274048805237,0.6084258556365967,0.3465465307235718,0.15720172226428986,-1.5041582584381104,-1.2744311094284058,2.374293327331543
1710953587829100000,0.51310009765625,0.6964558362960815,0.6091384887695312,0.3459354043006897,0.1556544303894043,-1.5073761940002441,-1.2736259698867798,2.367814540863037
1710953587848058400,0.532058349609375,0.6959465742111206,0.6086298823356628,0.34741199016571045,0.15662994980812073,-1.5102723836898804,-1.2729748487472534,2.368713140487671
1710953587867016400,0.551016357421875,0.6954162120819092,0.608069121837616,0.34895607829093933,0.15772736072540283,-1.5130685567855835,-1.2723758220672607,2.3700037002563477
1710953587885974800,0.569974853515625,0.6968656182289124,0.6118381023406982,0.34278416633605957,0.15010474622249603,-1.5154025554656982,-1.2718418836593628,2.3465769290924072
1710953587904932900,0.588932861328125,0.696776807308197,0.6120924949645996,0.34272101521492004,0.1496235430240631,-1.5172863006591797,-1.2714924812316895,2.343881368637085
1710953587923891200,0.60789111328125,0.6967384815216064,0.6125319600105286,0.34235942363739014,0.14882920682430267,-1.51930832862854,-1.2711988687515259,2.3401100635528564
1710953587942849300,0.626849365234375,0.6965336203575134,0.6126568913459778,0.34263983368873596,0.14862850308418274,-1.5217206478118896,-1.2707550525665283,2.3378446102142334
1710953587961807600,0.6458076171875,0.695755660533905,0.611267626285553,0.34550032019615173,0.15134567022323608,-1.5236183404922485,-1.270219087600708,2.3445050716400146
1710953587980765700,0.664765625,0.6954784393310547,0.6105324625968933,0.34685778617858887,0.1524779200553894,-1.5239841938018799,-1.2696619033813477,2.34798264503479
1710953587999724000,0.68372412109375,0.6945098042488098,0.6078152060508728,0.35136663913726807,0.15734760463237762,-1.5229711532592773,-1.2691230773925781,2.3634097576141357
1710953588018682000,0.70268212890625,0.6937487721443176,0.6054155826568604,0.3551347255706787,0.16144345700740814,-1.521377682685852,-1.2685860395431519,2.3771274089813232
