time,seconds_elapsed,relativeAltitude,pressure
1710889985841846500,0.206846435546875,0,892.0585327148438
1710889985881855200,0.246855224609375,0.08984375,892.0487670898438
1710889985921869000,0.286869140625,0.029052734375,892.0553588867188
1710889985961846800,0.3268466796875,0.0765380859375,892.0502319335938
1710889986001845500,0.366845458984375,0.1109619140625,892.0463256835938
1710889986041846800,0.4068466796875,0.1214599609375,892.0453491210938
1710889986081869300,0.446869384765625,0.1055908203125,892.0470581054688
1710889986121845500,0.486845458984375,0.1241455078125,892.0451049804688
1710889986161846800,0.5268466796875,0.1346435546875,892.0438842773438
1710889986201845800,0.566845703125,0.0660400390625,892.0514526367188
1710889986241852400,0.606852294921875,0.05810546875,892.0521850585938
1710889986281853700,0.646853759765625,0.1531982421875,892.0419311523438
1710889986321845800,0.686845703125,0.1109619140625,892.0463256835938
1710889986361846000,0.726845947265625,0.1373291015625,892.0436401367188
1710889986401847300,0.766847412109375,0.1875,892.0382690429688
1710889986441854500,0.8068544921875,0.2008056640625,892.0368041992188
1710889986481846800,0.8468466796875,0.2984619140625,892.0263061523438
1710889986521871600,0.88687158203125,0.3355712890625,892.0221557617188
1710889986561868800,0.926868896484375,0.427978515625,892.0121459960938
1710889986601890300,0.966890380859375,0.4200439453125,892.0131225585938
1710889986641851000,1.006850830078125,0.3778076171875,892.0175170898438
1710889986681846800,1.0468466796875,0.3170166015625,892.0241088867188
1710889986721868800,1.086868896484375,0.3143310546875,892.0243530273438
1710889986761873400,1.126873291015625,0.2747802734375,892.0287475585938
1710889986801853000,1.16685302734375,0.3170166015625,892.0241088867188
1710889986841854700,1.206854736328125,0.2562255859375,892.0307006835938
1710889986881845500,1.246845458984375,0.3302001953125,892.0226440429688
1710889986921846800,1.2868466796875,0.306396484375,892.0253295898438
1710889986961851100,1.32685107421875,0.3170166015625,892.0241088867188
1710889987001850400,1.366850341796875,0.266845703125,892.0294799804688
1710889987041855000,1.40685498046875,0.1717529296875,892.0399780273438
1710889987081858600,1.446858642578125,0.0501708984375,892.0529174804688
1710889987121884200,1.48688427734375,-0.05029296875,892.0639038085938
1710889987161922300,1.52692236328125,-0.27490234375,892.0883178710938
1710889987201864400,1.566864501953125,-0.48095703125,892.1105346679688
1710889987241883600,1.606883544921875,-0.7557373046875,892.1403198242188
1710889987281868300,1.646868408203125,-0.850830078125,892.1508178710938
1710889987321853700,1.686853759765625,-0.914306640625,892.1576538085938
1710889987361859800,1.72685986328125,-0.8165283203125,892.1469116210938
1710889987401855000,1.76685498046875,-0.673828125,892.1315307617188
1710889987441855000,1.80685498046875,-0.48095703125,892.1105346679688
1710889987481855700,1.846855712890625,-0.375244140625,892.0990600585938
1710889987522206200,1.887206298828125,-0.1771240234375,892.0775756835938
1710889987561856800,1.926856689453125,-0.0872802734375,892.0680541992188
1710889987601879600,1.966879638671875,-0.1480712890625,892.0744018554688
1710889987641878800,2.006878662109375,-0.200927734375,892.0802612304688
1710889987681880300,2.04688037109375,-0.30126953125,892.0912475585938
1710889987721860900,2.08686083984375,-0.314453125,892.0924682617188
1710889987761855000,2.12685498046875,-0.240478515625,892.0846557617188
1710889987801854700,2.166854736328125,-0.163818359375,892.0761108398438
1710889987841879800,2.2068798828125,-0.0872802734375,892.0678100585938
1710889987881840600,2.246840576171875,-0.0238037109375,892.0609741210938
1710889987921855500,2.28685546875,-0.05029296875,892.0639038085938
1710889987961881300,2.32688134765625,-0.0528564453125,892.0641479492188
1710889988001878500,2.36687841796875,-0.1295166015625,892.0726928710938
1710889988041880600,2.406880615234375,-0.2325439453125,892.0836791992188
1710889988081856000,2.44685595703125,-0.3065185546875,892.0917358398438
1710889988121870300,2.486870361328125,-0.259033203125,892.0866088867188
1710889988161879000,2.526879150390625,-0.0423583984375,892.0631713867188
1710889988201855500,2.56685546875,0.2562255859375,892.0307006835938
1710889988241855500,2.60685546875,0.5257568359375,892.0014038085938
1710889988281863000,2.64686279296875,0.8824462890625,891.9628295898438
1710889988321879800,2.6868798828125,1.231201171875,891.9249877929688
1710889988361859800,2.72685986328125,1.4664306640625,891.8995971679688
1710889988401884200,2.76688427734375,1.72802734375,891.8712768554688
1710889988441860400,2.8068603515625,1.9102783203125,891.8515014648438
1710889988481854700,2.846854736328125,2.02392578125,891.8392944335938
1710889988521879800,2.8868798828125,1.9208984375,891.8505249023438
1710889988561879800,2.9268798828125,1.7623291015625,891.8676147460938
1710889988601853400,2.966853515625,1.5694580078125,891.8886108398438
1710889988641855200,3.006855224609375,1.4267578125,891.9039916992188
1710889988681855000,3.04685498046875,1.321044921875,891.9154663085938
1710889988721856300,3.086856201171875,1.20751953125,891.9276733398438
1710889988761854500,3.1268544921875,1.1519775390625,891.9337768554688
1710889988801860900,3.16686083984375,1.0462646484375,891.9452514648438
1710889988841861600,3.206861572265625,1.0145263671875,891.9486694335938
1710889988881879300,3.24687939453125,0.9696044921875,891.9533081054688
1710889988921879600,3.286879638671875,0.8243408203125,891.9691772460938
1710889988961856500,3.3268564453125,0.73974609375,891.9784545898438
1710889989001860900,3.36686083984375,0.6024169921875,891.9931030273438
1710889989041854000,3.40685400390625,0.5230712890625,892.0018920898438
1710889989081879600,3.446879638671875,0.486083984375,892.0057983398438
1710889989121879600,3.486879638671875,0.44384765625,892.0104370117188
1710889989162059800,3.527059814453125,0.3302001953125,892.0226440429688
1710889989201861000,3.566861083984375,0.2244873046875,892.0341186523438
1710889989241853000,3.60685302734375,0.0369873046875,892.0543823242188
1710889989281867500,3.646867431640625,-0.0977783203125,892.0690307617188
