version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,SM-G950W,1700356790114,2023-11-18_01-19-50,America/Edmonton,android,1.25.1,58665e5f-7ec8-4990-9329-4c82f60218c3,Accelerometer|Gravity|Gyroscope|Orientation|Barometer|Pedometer|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0|10||10|10|10
