seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,barometer_relativeAltitude,barometer_pressure,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x
31.6,1.101768494,3.929301262,1.768824697,1.845146775,9.621874809,0.430346072,0.238771766,0.902323663,0.845131397,0.713616431,0.578531802,0.26471588,0.291252255,-0.229229018,-1.376367211,-2.555351973,-2.134887695,881.1217651,2.991028309,13.46680546,2.187039852,0.241291583,0.899192929,0.829554379,2.804388046,13.56969738,2.120040894
31.7,0.051767886,0.751256943,0.284944057,1.093733072,9.707555771,0.995703459,1.064660907,0.519311428,0.778547168,0.707646072,0.61566478,0.267325968,0.234524786,-0.624077916,-1.423372984,2.731803656,-0.660522461,881.0519409,0.981057286,10.38724327,0.667597532,1.067180753,0.516180754,0.76297009,0.746560693,10.44227791,1.282552958
31.8,-0.328247905,-3.514907837,-0.707320333,0.39776513,9.622031212,1.851673245,0.889953613,0.89682585,0.629496157,0.703421235,0.634065747,0.278711736,0.160241142,-1.359197855,-1.376449347,2.416689873,0.760986328,880.8112183,0.157926291,6.678368092,1.325623751,0.892473459,0.893695176,0.613919079,0.069391854,6.104090691,1.143769264
31.9,-0.867071748,-3.084210873,-1.671660662,0.133968696,9.330604553,3.015336037,1.546633244,0.265191674,0.359493911,0.70510149,0.633562982,0.302931428,0.094712943,-1.526396513,-1.257935286,2.192484617,1.857543945,880.7096558,-0.825523794,6.470192432,1.411765337,1.54915309,0.262061,0.343916863,-0.73459655,6.142375946,1.244267821
32,-0.506233931,1.514079094,-0.222548485,-0.197532147,8.861289024,4.196298122,1.02373302,0.12713623,0.354607016,0.698762596,0.626591384,0.342716426,0.040737446,-1.617834449,-1.128100276,2.087021828,1.622436523,880.7189331,-0.660419047,10.91366386,4.218546391,1.026252866,0.124005549,0.339029938,-0.485742986,11.67218876,4.584648132
32.1,1.266451836,4.672437668,0.057235718,-0.024304995,8.838839531,4.332788467,-0.3030653,0.094760396,-0.252592593,0.705562472,0.624644041,0.336761832,0.030697897,-1.57651794,-1.113103271,2.100605249,0.819213867,880.850769,1.682154298,14.24686623,4.376472473,-0.300545484,0.091629714,-0.268169641,1.287338614,13.29930782,3.890729666
32.2,2.971608639,-0.209625244,-1.822959542,0.324894756,9.179870605,3.434357405,-0.719064176,0.359875709,-0.243429616,0.711281955,0.623788476,0.324174434,0.070863418,-1.510294557,-1.185014606,2.195581675,-0.140014648,880.9078979,2.684746981,8.886942863,1.428515077,-0.71654439,0.356745034,-0.259006679,3.297309637,8.915657043,1.483550072
32.3,-0.641227841,-1.07039547,-0.17946887,0.750281096,9.421244621,2.616796494,,,,,,,,,,,-0.274780273,880.9240112,0.162711933,7.858029366,2.778067112,,,,0.258424848,8.362915039,3.017349243
32.4,-1.284630418,-3.751806736,1.138763547,1.26065135,9.612517357,1.476699948,,,,,,,,,,,-0.095092773,880.9030151,0.071784683,5.816951752,2.854637384,,,,-0.021535404,6.008377552,2.742174864
32.5,-0.876322031,-0.867774963,2.436960459,1.74297905,9.636188507,0.639301717,,,,,,,,,,,-0.409545898,880.9850464,0.892522871,9.00179863,2.950350285,,,,0.851844847,8.640482903,2.935993433
32.6,-0.597797751,2.930371284,2.141245127,1.812392831,9.633625984,0.22301878,,,,,,,,,,,-1.672485352,881.0722046,1.220339537,13.36870003,2.294716835,,,,1.194018483,12.4618206,2.371287346
32.7,0.458207846,3.129069328,-1.157514453,1.424463987,9.697979927,0.300782681,,,,,,,,,,,-2.282836914,881.1737671,1.361516118,12.18903828,-1.13419795,,,,1.883151412,12.83031464,-0.337387979
32.8,-0.423000067,0.420545578,0.770519495,0.882495284,9.689211845,1.438445091,,,,,,,,,,,-0.787353516,880.9772339,0.370887518,10.10728264,2.009970903,,,,0.344566464,9.805787086,2.390429735
32.9,-0.754532218,-4.269769192,-1.928031206,0.428894877,9.507889748,2.36357069,,,,,,,,,,,1.321166992,880.8102417,-0.279960245,5.587240696,0.679561615,,,,-0.327816695,5.264209747,0.552742004
33,-0.96345818,-0.803138733,-1.659134626,0.098624259,9.066884995,3.735270262,,,,,,,,,,,1.564331055,880.7252808,-0.772881687,8.504091263,2.304288149,,,,-0.801595569,8.137989998,2.024327993
33.1,0.07407435,3.357824326,-0.397524834,-0.082527153,8.733679771,4.460159302,,,,,,,,,,,1.24987793,880.8019409,0.145962179,12.14596748,4.14197588,,,,0.466600418,12.56949711,3.986442566
33.2,3.132543087,3.852822304,0.159421206,0.095190242,8.990188599,4.142457962,,,,,,,,,,,-0.005249023,880.8934937,3.811766386,13.84008598,3.933800459,,,,3.227917671,12.19861031,3.862015724
33.3,0.636745512,0.207986832,-1.292366028,0.377131373,9.345012665,2.949392796,,,,,,,,,,,-0.462402344,880.9476929,0.385244459,9.604789734,1.536192179,,,,1.014556766,9.504291534,1.521835208
33.4,-0.323803514,-3.421962738,0.783479214,0.652640641,9.601582527,1.885222077,,,,,,,,,,,-0.53894043,880.9506226,0.349352092,5.819344521,2.522035122,,,,0.428315252,6.163911343,2.533999205
33.5,-1.396559119,-2.719925404,0.981366575,1.183397055,9.707736015,0.727882147,,,,,,,,,,,-0.523071289,880.9545288,-0.289531529,7.211967468,1.773081541,,,,-0.272781789,7.599604607,1.844866276
33.6,-0.331146717,1.117365837,2.366664171,1.390381217,9.709827423,0.185712129,,,,0.713578165,0.616855145,0.225466877,0.250480086,-0.107927211,-1.427905321,-2.561361313,-1.360717773,881.0387573,1.012163997,10.84905815,2.694318295,,,,1.040877819,10.69591713,2.495713949
33.7,0.81874311,4.79276371,1.491535306,1.356528401,9.703021049,0.426147282,0.301690847,0.927979946,0.706465125,0.708651841,0.607906044,0.250152707,0.258797705,-0.304383457,-1.425290942,-2.704838276,-2.311889648,881.1686401,1.643869162,14.54836178,2.323430777,0.304210663,0.924849272,0.690888047,1.942971945,14.41675663,1.787438512
33.8,-0.02979511,1.062223434,-0.321715832,0.847836316,9.736720085,0.804898441,0.988913715,0.556574166,0.377209008,0.704364896,0.627296686,0.25153771,0.217020005,-0.759423792,-1.451301336,2.7837708,-2.095214844,881.1176147,0.684347272,10.69591713,0.952343404,0.991433561,0.553443491,0.36163196,0.820738196,10.82991505,1.42372942
33.9,-0.491169184,-1.765526295,-0.236625195,0.622810781,9.646876335,1.78635776,0.861853838,1.110628486,0.294131398,0.714579284,0.635979831,0.256424546,0.15541698,-1.209735394,-1.377229929,2.525348186,0.274902344,880.9447632,0.122033954,7.11625433,1.205982566,0.864373684,1.107497811,0.27855435,0.110069841,6.405586243,1.004985452
34,-1.288998485,-4.328536034,-2.319180727,0.604609668,9.380541801,2.792211771,1.474551201,0.604221642,0.142026067,0.724988282,0.63210994,0.262742132,0.076128811,-1.353685498,-1.274927258,2.277304888,1.696411133,880.7111206,-0.509671211,5.448457241,0.413958311,1.477071047,0.601090968,0.126449004,-0.679561615,4.953142643,0.354137748
34.1,-1.122959137,1.041099548,-0.779032469,0.360282481,8.917976379,4.063284874,1.268078923,-0.086055577,0.324674636,0.719724715,0.623834789,0.30441469,0.019120609,-1.482359648,-1.141792178,2.131900072,1.500854492,880.7755737,-0.581455886,10.35135078,3.572484255,1.270598769,-0.089186259,0.309097588,-0.768096089,9.824930191,3.223132133
34.2,1.027558088,4.455740929,-0.065011024,0.204368353,8.792613029,4.338037491,-0.21021384,0.234648436,-0.13591741,0.71285814,0.625265181,0.302616984,6.55E-04,-1.523720384,-1.112024426,2.074851036,0.198242188,880.8717651,1.426122308,13.25384426,4.546362877,-0.207694024,0.231517747,-0.151494458,1.450050473,13.22991657,4.68275404
34.3,3.912778139,0.1215868,-0.261649847,0.529296696,9.128242493,3.693883419,-0.894993246,0.423405647,-0.284357548,0.725097418,0.628392577,0.289604694,0.034913816,-1.422573924,-1.181943774,2.175587654,-0.462402344,880.9645386,4.189832687,9.3367939,3.046063185,-0.892473459,0.420274973,-0.299934596,4.443471432,9.006584167,2.411965132
34.4,-0.437200427,-0.936890602,-1.201694012,0.872498155,9.406389236,2.632296085,-1.086193919,-1.098869324,-0.473725647,0.734251559,0.628696799,0.247116536,0.073209576,-1.250733614,-1.284104586,2.350237846,-0.655273438,880.9630737,0.311066955,8.090133667,1.976471543,-1.083674073,-1.102000117,-0.489302695,0.425922424,8.470592499,1.430907965
34.5,-0.92080152,-3.04519701,1.229617476,1.18905437,9.601042747,1.605154991,-1.248073101,-0.398818344,-0.640491724,0.732909441,0.617585957,0.240754381,0.153194919,-0.933226943,-1.365662932,2.776028633,-0.496704102,880.9515991,0.315852582,6.374479294,2.900100946,-1.245553255,-0.401949018,-0.656068802,0.380458802,6.515655994,2.998206854
34.6,-0.641967058,-1.439343452,2.424407482,1.686321974,9.630635262,0.759984076,-0.778318107,0.021456625,-0.426078171,0.73660028,0.603464961,0.223274544,0.208323091,-0.423415452,-1.381046057,-2.86007905,-0.911499023,880.9906616,1.191625714,8.209774017,3.110669374,-0.775798261,0.018325943,-0.441655248,1.067198873,8.341380119,3.074777126
34.7,-0.733056545,1.590821266,1.131655931,1.948132634,9.607004166,0.297252208,-0.27985242,-0.294360459,-0.208610326,0.739938617,0.599609494,0.208078161,0.230409414,-0.151317194,-1.368468404,-2.646943092,-1.741210938,881.1144409,1.272981644,11.66740322,1.478764415,-0.277332604,-0.297491133,-0.224187374,1.217946768,11.08594704,1.399801254
34.8,1.399606824,3.334078789,1.048330903,1.683170438,9.655731201,0.336968243,0.182572216,0.522976637,0.490829855,0.73038584,0.607369483,0.212801486,0.228810638,-0.189439431,-1.395131826,-2.693330765,-2.618408203,881.1737671,2.574677229,12.35653591,0.665204704,0.185092032,0.519845903,0.475252807,3.259024382,12.99063396,1.371087432
34.9,-0.332523584,0.122062683,0.864539623,1.403117776,9.663588524,0.903712451,1.017624378,0.626212776,0.351552695,0.731590748,0.615318596,0.223257586,0.190562546,-0.572198451,-1.399777412,-2.892534018,-0.827026367,881.069519,0.882951558,9.702896118,2.009970903,1.020144224,0.623082101,0.335975617,1.074377418,9.801001549,2.038684845
35,-1.003570914,-3.696246147,-0.997862935,1.083260059,9.593806267,1.893349886,1.086041212,1.399567604,0.535422981,0.736947596,0.633455396,0.217196822,0.114596054,-1.008555889,-1.349118948,2.609318972,0.729370117,880.8148804,0.038285162,5.477170944,0.411565483,1.088561058,1.39643693,0.519845903,-0.021535404,5.206781864,0.16749759
35.1,-1.652722478,-1.849005222,-2.47513628,0.757838428,9.244936943,3.182328463,1.629710913,0.028787002,0.358272195,0.733609021,0.635539889,0.239687368,0.021372737,-1.337011099,-1.230695724,2.181404591,1.648803711,880.7208862,-0.801595569,7.771887779,0.949950576,1.632230639,0.02565632,0.342695147,-0.882951558,7.267002583,0.662811875
35.2,0.354798138,3.450404167,0.106248856,0.348264247,8.867534637,4.173241615,0.742124379,-0.077503473,0.255036056,-0.719449043,-0.633268356,-0.284981847,0.01223205,-1.487537622,-1.129589081,2.051981926,1.270996094,880.7567749,0.772881687,12.81595802,4.465006828,0.744644165,-0.080634154,0.239458993,0.808774054,12.92842102,4.223331928
35.3,1.392482996,4.741763115,-0.024132013,0.368143231,8.967133522,3.952895403,-0.835739374,-0.449520111,-0.266642481,-0.719072282,-0.634640038,-0.279201955,0.011315836,-1.477931619,-1.154006124,2.069001436,0.45715332,880.882019,1.684547186,13.68455315,3.969692707,-0.833219588,-0.452650815,-0.282219529,2.46221447,13.61755371,3.919443607
35.4,2.137673378,-0.034975052,-1.619840384,0.744508147,9.32191658,3.094885111,-0.864450037,0.373314738,-0.338724524,0.732593298,0.63728565,0.246444061,0.035586104,-1.32379365,-1.242688417,2.209863424,-0.383056641,880.934021,2.201396942,9.265008926,1.31126678,-0.861930192,0.370184064,-0.354301572,1.610369682,9.389435768,0.988235772
35.5,-0.533448279,-2.28109169,0.692686558,1.056048989,9.535571098,2.031756163,-1.238299251,-0.676150978,-0.509766638,0.7384395,0.630926609,0.219289929,0.092469715,-1.091456771,-1.335124254,2.497839212,-0.557495117,880.9606323,0.459421933,6.817151546,2.579462767,-1.235779405,-0.679281652,-0.525343716,0.540777922,7.247859955,2.428714991
35.6,-1.285179734,-3.087425709,1.154318333,1.475975037,9.652627945,0.904787719,-1.046487689,-0.2277762,-0.476779968,0.742316484,0.622593999,0.192673057,0.155627981,-0.549930751,-1.393330216,2.835113287,-0.525756836,880.9494019,0.186640173,6.642475605,2.053041935,-1.043967962,-0.230906889,-0.492357016,0.196211457,6.778866768,2.06261301
35.7,-0.697394252,0.171114922,2.023964405,1.6897825,9.659319878,0.242308378,-0.378812522,-0.190513447,-0.096822068,0.739411473,0.617843807,0.182561949,0.200729027,-0.11744646,-1.3964082,-2.709623575,-0.80847168,881.0211792,0.976271629,9.183652878,2.249253273,-0.376292706,-0.193644136,-0.112399116,0.985842943,9.693324089,2.220539331
35.8,-0.705393672,5.041939735,1.775133729,1.622817159,9.665697098,0.333403081,0.160581082,-0.361555606,0.195782155,0.732962608,0.614423871,0.201783866,0.211389259,-0.202627748,-1.401045084,-2.74617815,-1.957885742,881.1029663,1.684547186,14.23250866,2.912065268,0.163100898,-0.36468628,0.180205107,0.976271629,14.62493229,2.105684042
35.9,0.01131916,1.391524315,-0.535264969,1.065975666,9.730772972,0.517608106,0.749454737,1.067867994,0.629496157,0.724260032,0.640247524,0.189032957,0.172618151,-0.452038825,-1.446318269,-2.885893345,-1.561523438,881.1261597,0.725025237,10.83948612,0.258424848,0.751974523,1.06473732,0.613919079,1.079162955,11.1433754,0.002392823
36,-0.389831036,0.267992973,-0.355039835,0.627601981,9.673358917,1.484126687,1.115973592,0.862617433,0.575740039,0.722279847,0.655166447,0.196870804,0.101541243,-1.170725703,-1.405733585,2.397555828,-0.155883789,880.9096069,0.229710966,9.30807972,1.179661512,1.118493438,0.859486759,0.560163021,0.356530577,9.968499184,1.280160069
36.1,-0.423658848,-3.855725288,-1.697347164,0.363473386,9.492948532,2.681898832,1.387197614,0.650647342,0.193949565,0.719462693,0.662041366,0.205932125,0.036257833,-1.422533512,-1.291243672,2.066078901,1.648803711,880.7662964,-0.217746854,5.240281582,0.746560693,1.38971734,0.647516668,0.178372517,-0.339780807,5.087141037,0.768096089
36.2,-1.299303055,-0.14675045,-1.439600945,0.216097772,8.972483635,3.951991558,1.311450362,-0.174020097,0.18234314,-0.713959336,-0.653251767,-0.249487922,0.035776783,-1.516170144,-1.155355811,1.935536623,1.70690918,880.7098999,-0.823130965,8.721838951,2.734996319,1.313970089,-0.177150786,0.166766092,-1.0863415,8.69551754,2.455035925
36.3,0.7631163,4.349407196,-0.085577488,0.091960832,8.740842819,4.444060326,0.255265117,-0.010919208,-0.063224502,-0.708038211,-0.650239289,-0.267518491,0.056555871,-1.550270319,-1.100243807,1.902603626,1.146850586,880.8151245,0.385244459,12.73699474,4.496113777,0.257784933,-0.01404989,-0.078801557,0.854237676,13.23470211,4.663611412
36.4,4.17111063,2.315366745,0.095173359,0.21944499,9.007463455,3.871411085,-0.941419005,-0.461737424,-0.239153564,-0.714777172,-0.648643374,-0.260908365,0.016797675,-1.514173388,-1.164284468,1.981750488,-0.100341797,880.9037476,3.847658873,9.915857315,3.641875982,-0.938899159,-0.464868098,-0.254730612,4.491328239,9.066405296,3.158525944
36.5,0.186496258,0.001339912,-1.585322857,0.530191123,9.379425049,3.009986639,-1.070922375,-0.63888818,-0.355217874,0.725594401,0.651527524,0.221103042,0.023344411,-1.384533882,-1.254288793,2.104864836,-0.531005859,880.953064,0.617348254,9.54257679,1.596012712,-1.068402529,-0.642018855,-0.370794922,0.478564531,9.394221306,1.411765337
36.6,-0.490904182,-3.49453783,1.196049929,0.822043478,9.606749535,1.790250182,-1.317711711,-0.696920335,-0.661261141,0.72867918,0.641000271,0.217269659,0.104590483,-1.140336156,-1.368539691,2.462860107,-0.531005859,880.9498901,0.177068874,5.862415314,2.811566591,-1.315191865,-0.70005101,-0.67683816,0.327816695,6.080162525,2.979064226
36.7,-1.368226409,-2.478999138,1.864224553,1.355852008,9.683233261,0.753026903,-1.086193919,-0.167911455,-0.386982828,0.735874414,0.627852976,0.191497892,0.163479075,-0.506972075,-1.41197896,-2.896825552,-0.266845703,880.9310913,0.129212424,7.290930748,2.634497643,-1.083674073,-0.171042144,-0.402559876,0.248853549,7.630711555,2.754138947
36.8,-0.439279437,2.017642975,2.157842875,1.491813064,9.692695618,0.097573012,-0.252974391,0.27985242,-0.051618073,0.734348476,0.628722727,0.170885518,0.192284673,-0.037192009,-1.417752147,-2.661326647,-1.323730469,881.0348511,1.019342422,11.23430252,1.954936147,-0.250454545,0.276721746,-0.067195125,1.03848505,11.58126163,1.801795483
36.9,1.23047471,4.993755341,1.272138,1.292219996,9.721061707,0.03889849,0.051236283,0.839404583,0.567187965,0.727997959,0.636960566,0.168512255,0.189483181,-0.030092973,-1.438582301,-2.658688545,-2.721435547,881.225769,2.11046958,14.689538,1.744367719,0.053756099,0.836273909,0.551610887,2.383251429,14.61536026,1.29451704
37,-0.33721596,-0.176199913,-0.170420885,0.765071511,9.761176109,0.485265762,1.175838351,0.692797005,0.558025002,0.721046448,0.65966028,0.160749912,0.138202175,-0.565241277,-1.474457383,2.526695251,-1.067382813,881.0075073,0.41635114,9.568898201,0.677168787,1.178358197,0.689666331,0.542447925,0.4953143,9.611968994,0.315852582
37.1,-0.471524656,-1.708806992,-0.819737613,0.294213265,9.67610836,1.567399144,1.156901479,0.571234941,0.520151377,0.714269936,0.673461735,0.177337438,0.069419958,-1.385247111,-1.407448769,2.108293533,1.133544922,880.8397827,0.007178468,7.350750923,0.746560693,1.159421325,0.568104267,0.504574299,0.136390895,7.975277901,0.758524776
37.2,-0.289447844,-3.375442505,-1.627625346,0.026481131,9.423724174,2.98850584,1.516700864,0.195553094,0.226936266,0.707960784,0.67519933,0.191847861,0.022078633,-1.561037421,-1.261128068,1.894161463,1.741333008,880.7062378,-0.387637258,6.333801746,1.351944804,1.51922071,0.192422405,0.211359218,-0.567098975,5.860022545,1.234696507
37.3,-0.409482121,0.994068146,-0.38932085,-0.170782492,8.921833992,4.066393375,0.913777351,-0.001145371,0.127365306,-0.699656844,-0.667212367,-0.25389424,0.044814218,-1.613637567,-1.142738819,1.828444481,1.484985352,880.7677612,-0.306281298,10.51645565,3.806980848,0.916297197,-0.004276054,0.111788258,-0.595812857,9.791430473,3.620340586
37.4,0.039341465,4.650470734,-0.236136913,0.099107429,8.902942657,4.110737801,-0.519922256,-0.033521205,-0.539699018,-0.708754897,-0.658644974,-0.247252405,0.052149422,-1.546691775,-1.138121843,1.878351331,0.274902344,880.8634644,0.504885554,13.68455315,3.306880951,-0.51740247,-0.036651887,-0.555276096,1.00737834,14.0865469,4.09172678
37.5,3.807475567,-0.757601738,0.629467487,0.49295041,9.253679276,3.208861113,-0.985401273,0.667751551,-0.380263329,0.724598885,0.647023976,0.222038314,0.009484261,-1.418366075,-1.233378649,2.074720144,-0.287963867,880.9511108,3.826123476,8.769695282,3.256631613,-0.982881427,0.664620876,-0.395840377,4.438685894,8.618947029,2.746960402
37.6,-0.717986703,-0.967230797,-1.303377986,1.164493918,9.539150238,2.176626682,-1.220584154,-0.072005689,-0.471893042,0.747451007,0.646330237,0.162722245,0.026260471,-1.033405423,-1.320051789,2.368410587,-0.562744141,880.9533081,0.547956407,8.145168304,0.729810894,-1.218064427,-0.075136371,-0.48747009,0.433100909,7.759923935,0.198604286
37.7,-1.482218504,-3.516720772,0.939650118,1.580541134,9.639077187,0.803611696,-1.382463336,-1.028009057,-0.605672419,0.753714561,0.630511045,0.148010492,0.111801475,-0.470377535,-1.385666132,2.71897912,-0.475585938,880.9481812,0.10049855,6.065805435,1.897508383,-1.37994349,-1.031139731,-0.621249497,0.129212424,6.068198204,1.737189293
37.8,-0.676880836,-0.948431969,3.356677532,1.899428368,9.620798111,-0.05304284,-0.868726075,0.224263728,-0.116369739,0.752065659,0.61937654,0.141857803,0.176751494,0.027918534,-1.375799537,-2.656983852,-1.059448242,881.0065308,1.222732425,8.714659691,3.366701365,-0.866206229,0.221133053,-0.131946787,1.196411371,8.860622406,3.206382275
37.9,-0.50098455,1.880143166,1.870464563,1.956808448,9.603302956,-0.394791335,0.048792824,0.116140664,-0.078496121,0.751736999,0.620262206,0.126748428,0.186174452,0.200990617,-1.365071297,-2.492491961,-2.26171875,881.1828003,1.019342422,10.95194912,1.184447169,0.05131264,0.113009982,-0.094073176,1.45483613,11.35394382,1.158126116
38,1.123985291,3.344111443,-0.754138529,1.45473671,9.697413445,-0.119574182,0.543593287,1.179045439,0.884226739,0.742836177,0.641259551,0.120893501,0.149550438,0.08201196,-1.42139864,-2.673655272,-2.864135742,881.2001343,2.213361025,13.64387512,-0.10049855,0.546113133,1.175914645,0.868649721,2.574677229,13.01456261,-0.873380244
38.1,-0.082237661,1.353792191,0.642146111,0.691532254,9.730949402,1.000401378,1.519755244,0.250530928,0.7480039,0.726506352,0.665188134,0.149219349,0.086295187,-0.965963781,-1.446463346,2.510909557,-0.26940918,881.0123901,0.595812857,11.0309124,1.995614052,1.522274971,0.247400239,0.732426882,0.602991283,11.10269737,1.643869162
38.2,0.021883294,-3.8779006,-1.039434195,0.205623314,9.545675278,2.237896681,1.385975838,0.400803655,0.370489478,0.714204669,0.675514162,0.173489496,0.019889647,-1.479171276,-1.339578629,1.945961595,1.270996094,880.7567749,0.124426775,5.206781864,1.29451704,1.388495684,0.397672981,0.35491243,0.227318153,5.659025669,1.442872047
38.3,-1.053993464,-1.623376846,-1.533798695,0.011343752,9.072029114,4.00566864,1.699960351,0.149738222,0.281303227,-0.703126669,-0.669110656,-0.223449185,0.060481805,-1.567750096,-1.150004506,1.827507496,1.913085938,880.6896362,-1.074377418,7.625925541,2.445464849,1.702480197,0.146607548,0.265726179,-1.174875975,7.209574699,2.234896421
38.4,0.072753161,3.222653389,-0.691322803,-0.127051756,8.488422394,4.909270287,0.737237453,0.328721613,0.146302119,-0.694626272,-0.663876653,-0.255434483,0.108986713,-1.596670508,-1.04630363,1.7648592,1.305297852,880.7528687,0.011964113,12.25125217,4.29750967,0.73975724,0.325590938,0.130725056,-0.0526421,11.60040379,4.153940201
38.5,0.895908892,5.463786125,0.001026154,0.12853539,8.633172989,4.64996624,-0.740444481,-0.381714135,-0.547640264,-0.705496192,-0.657016873,-0.248546466,0.093960613,-1.543161154,-1.076575756,1.824378252,0.465087891,880.8966675,1.873580098,13.40459251,4.273581028,-0.737924635,-0.38484481,-0.563217342,2.785245657,14.21097374,4.213760853
38.6,2.130264282,-0.081542015,-1.729746461,0.489446998,9.104896545,3.609942913,-1.139950037,0.219987676,-0.260533839,-0.723118722,-0.655348718,-0.213455379,0.045322858,-1.436035037,-1.190194011,1.948299885,-0.404174805,880.9362183,2.005185366,9.267401695,1.655833244,-1.137430191,0.216857001,-0.276110888,1.457229018,9.037691116,1.610369682
38.7,-0.811004102,-1.774837971,0.231738329,0.751467466,9.516068459,2.494289398,-1.45393455,-1.252196431,-0.553138077,0.732850552,0.650835514,0.187340364,0.035274364,-1.248090982,-1.303189397,2.212659597,-0.35925293,880.9325562,-0.10767702,7.355536938,2.605783939,-1.451414704,-1.255327106,-0.568715096,-0.155533478,6.829115868,2.474178553
38.8,-0.903951049,-2.679316998,2.470719337,1.217288971,9.662251472,1.153035522,-1.051985502,-0.269315004,-0.631328762,0.739696205,0.63555491,0.184405774,0.122122884,-0.758297324,-1.398977637,2.821904421,-0.256225586,880.9203491,0.528813779,6.915257454,3.371487141,-1.049465656,-0.272445679,-0.64690578,0.301495641,6.88893652,3.493520975
38.9,-1.346322656,-0.459115982,1.545373797,1.432667255,9.693110466,0.383668303,-0.573678374,0.180281475,-0.033902995,0.741707206,0.634192944,0.156525046,0.152215704,-0.260795653,-1.41847837,-2.960917473,-0.589233398,881.0023804,0.076570325,9.446864128,1.648654819,-0.571158588,0.177150786,-0.049480047,0.332602352,9.731609344,1.923829436
39,-0.556662738,4.884957314,2.173126221,1.45274508,9.694281578,0.388484329,0.243047819,-0.495945841,0.030848671,0.738975942,0.631996453,0.173280641,0.168623284,-0.20949696,-1.418064117,-2.867858887,-1.775512695,881.0834351,0.79920274,13.60558987,2.419143677,0.245567635,-0.499076515,0.01527162,0.899701297,14.48375511,2.55792737
39.1,-0.19222635,1.534941673,-0.677018166,0.940029442,9.73684597,0.609077513,0.521602154,1.17232585,0.65820682,0.729560256,0.654292881,0.157755971,0.125179753,-0.574921608,-1.451410294,2.803756475,-2.084716797,881.1557007,1.258624673,11.53579807,0.825523794,0.524122,1.169195175,0.642629743,0.748953462,11.28933716,0.057427742
39.2,-0.143568307,0.141361237,0.316953063,0.500683248,9.670175552,1.551584482,1.118417025,1.056872368,0.576350927,0.722005606,0.667577267,0.16777046,0.065081656,-1.258653998,-1.403769732,2.217754841,-0.573364258,880.9542847,0.346959293,9.052047729,1.966900229,1.120936871,1.053741693,0.560773849,0.358923405,9.846465111,2.041077614
39.3,-0.617340207,-4.853183746,-2.060785294,0.267094463,9.493725777,2.442992687,1.492877126,0.709901214,0.272751123,-0.714215696,-0.675217211,-0.1673484,0.022121428,-1.461898327,-1.317495823,1.909025431,1.381958008,880.7980347,-0.433100909,4.644468784,0.44745782,1.495396972,0.706770539,0.257174075,-0.35174492,4.957928658,0.571884632
39.4,-1.374947071,0.771323204,-0.087874889,0.100578755,8.928593636,4.329006672,1.721340537,-0.0457385,0.250149131,-0.702638209,-0.668045104,-0.216267556,0.091283731,-1.545995712,-1.113577127,1.792079091,1.603881836,880.7208862,-1.162911773,9.69093132,4.443471432,1.723860383,-0.048869181,0.234572083,-1.349551916,9.44207859,4.177868366
39.5,0.038547397,3.597373009,0.181461334,0.084752791,8.457726479,4.958003521,0.335899264,0.653701663,0.017409647,-0.697690368,-0.662736297,-0.237611845,0.132474035,-1.553756833,-1.040086627,1.742095232,1.165283203,880.8121948,0.557527661,12.4115715,4.685146809,0.33841908,0.650570989,0.001832594,0.272781789,11.97846985,5.113461971
39.6,3.491797924,2.292062759,-1.694653511,0.285966724,8.696243286,4.524069309,-0.743498802,-0.233884856,-0.204334274,-0.707165241,-0.663128316,-0.214407697,0.119195089,-1.508922815,-1.090309262,1.771413326,-0.031616211,880.8964233,3.792623997,9.454042435,2.586641312,-0.740978956,-0.23701553,-0.219911322,3.816552162,11.00459099,2.837887764
39.7,0.225591123,0.622897148,-0.761469603,0.52021414,9.073942184,3.682844877,-1.345811486,-0.239993498,-0.367435157,-0.720621586,-0.663510919,-0.182290226,0.085018277,-1.43047142,-1.181785226,1.851443768,-0.327636719,880.9313354,0.538385093,9.667003632,2.847458839,-1.34329164,-0.243124187,-0.383012205,0.595812857,9.123832703,3.012563705
39.8,-0.852822602,-3.511328697,0.54969871,0.87542963,9.559991837,2.136623621,-1.445382476,-0.425696403,-0.509766638,0.737956703,0.655505478,0.137732163,0.020986969,-1.158690572,-1.334654689,2.200120687,-0.216674805,880.9161987,0.145962179,6.089733601,3.026920557,-1.44286263,-0.428827077,-0.525343716,0.145962179,5.970092297,2.98863554
39.9,-0.539115369,-1.277133942,2.003603458,1.191715717,9.674039841,1.173845291,-1.062981129,0.111864612,-0.178067088,0.746802747,0.652059436,0.124952547,0.055193003,-0.735567689,-1.400611281,2.657815456,-0.27734375,880.9430542,0.65563339,8.334200859,3.043670416,-1.060461283,0.10873393,-0.193644136,0.65563339,8.334200859,3.043670416
