time,seconds_elapsed,steps
1700676473347319800,-333.62868017578126,0
1700676814499850200,7.523850341796875,12
1700676815030658800,8.054658935546875,13
1700676815542685700,8.566685791015624,14
1700676816055622100,9.0796220703125,15
1700676816585772800,9.609772705078125,16
1700676817116529200,10.140529052734376,17
1700676817647429400,10.671429443359376,18
1700676818140101400,11.164101318359375,19
1700676818689997000,11.7139970703125,20
1700676819220851000,12.244850830078125,21
1700676819732679000,12.756678955078126,22
1700676820226653000,13.25065283203125,23
1700676820756675300,13.78067529296875,24
1700676821268256800,14.2922568359375,25
1700676821780397000,14.80439697265625,26
1700676822292596000,15.316595947265625,27
1700676822842198500,15.866198486328125,28
1700676823335495000,16.359494873046874,29
1700676823885672000,16.909671875,30
1700676824396769000,17.42076904296875,31
1700676824926936600,17.9509365234375,32
1700676825439263500,18.463263427734375,33
1700676825951490600,18.975490478515624,34
1700676826464380700,19.488380615234377,35
1700676826995587800,20.019587890625,36
1700676827487507000,20.5115068359375,37
1700676828018180400,21.042180419921873,38
1700676828511471000,21.53547119140625,39
1700676829023965700,22.047965576171876,40
1700676829535532300,22.5595322265625,41
1700676830066521000,23.09052099609375,42
1700676830558816000,23.58281591796875,43
1700676831089727200,24.113727294921876,44
1700676831583505700,24.607505615234373,45
1700676832112721200,25.13672119140625,46
1700676832606759700,25.630759765625,47
1700676833118569700,26.14256982421875,48
1700676833629629400,26.65362939453125,49
1700676834142524000,27.16652392578125,50
1700676834655208700,27.679208740234376,51
1700676835147458000,28.1714580078125,52
1700676835658960100,28.682960205078125,53
1700676836151986000,29.17598583984375,54
1700676836682831400,29.706831298828124,55
1700676837180382500,30.204382568359375,56
1700676837672844500,30.696844482421874,57
1700676838185047000,31.209047119140624,58
1700676838677934800,31.701934814453125,59
1700676839189737700,32.21373779296875,60
1700676839682589700,32.70658959960937,61
1700676840194977500,33.2189775390625,62
1700676840687748400,33.711748291015624,63
1700676841200422400,34.22442236328125,64
1700676841711289600,34.73528955078125,65
1700676842204510700,35.2285107421875,66
1700676842716178400,35.74017846679688,67
1700676843229364700,36.25336474609375,68
1700676843721135000,36.745135009765626,69
1700676844252069600,37.27606958007812,70
1700676844763885300,37.78788525390625,71
1700676845276037000,38.300037109375,72
1700676845770061000,38.79406103515625,73
1700676846281016000,39.30501611328125,74
1700676846792664300,39.816664306640625,75
1700676847323495400,40.34749536132812,76
1700676847835398700,40.85939868164063,77
1700676848348595500,41.37259545898438,78
1700676848879040300,41.903040283203126,79
1700676849371189500,42.395189453125,80
1700676849864415500,42.88841552734375,81
1700676850358349600,43.382349609375,82
1700676850850470700,43.874470703125,83
1700676851381398500,44.4053984375,84
1700676851874146800,44.89814672851563,85
1700676852405022500,45.4290224609375,86
1700676852916692000,45.94069189453125,87
1700676853428617500,46.452617431640626,88
1700676853940782800,46.96478295898437,89
1700676854452704800,47.47670483398438,90
1700676854945427000,47.96942700195312,91
1700676855476316700,48.50031665039062,92
1700676855988210400,49.01221044921875,93
1700676856500211500,49.52421142578125,94
1700676857031267600,50.055267578125,95
1700676857543161000,50.5671611328125,96
1700676858056143600,51.0801435546875,97
1700676858586976500,51.6109765625,98
1700676859098300000,52.1222998046875,99
1700676859628843300,52.65284326171875,100
1700676860140562400,53.1645625,101
1700676860652467500,53.67646752929687,102
1700676861164754400,54.18875439453125,103
1700676861714720500,54.738720458984375,104
1700676862226414300,55.25041430664062,105
1700676862738012700,55.7620126953125,106
1700676863269190400,56.2931904296875,107
1700676863781067300,56.8050673828125,108
1700676864294048000,57.318048095703126,109
1700676864824845800,57.848845703125,110
1700676865354789400,58.37878930664063,111
1700676865885639400,58.909639404296875,112
1700676866378348000,59.40234814453125,113
1700676866890995500,59.914995361328124,114
1700676867402223600,60.4262236328125,115
1700676867914159000,60.9381591796875,116
1700676868426066200,61.45006616210937,117
1700676868937932300,61.96193237304688,118
1700676869431074000,62.45507397460938,119
1700676869943047200,62.967047119140624,120
1700676870454726100,63.47872607421875,121
1700676870966703600,63.99070361328125,122
1700676871479074800,64.50307470703125,123
1700676871991024000,65.01502416992187,124
1700676872502692400,65.5266923828125,125
1700676873014424300,66.03842431640625,126
1700676873507260400,66.53126049804688,127
1700676874038195500,67.06219555664063,128
1700676874531283000,67.55528295898438,129
1700676875043323600,68.06732373046874,130
1700676875536064300,68.56006420898437,131
1700676876067020500,69.0910205078125,132
1700676876560441000,69.58444116210937,133
1700676877090763300,70.11476318359375,134
1700676877583657000,70.60765698242187,135
1700676878114605000,71.13860498046876,136
1700676878627724000,71.65172412109375,137
1700676879138705400,72.16270532226562,138
1700676879631359000,72.65535888671874,139
1700676880162290700,73.18629077148438,140
1700676880655181300,73.67918139648438,141
1700676881167371800,74.19137182617187,142
1700676881660333600,74.68433349609376,143
1700676882190988500,75.21498852539062,144
1700676882683905000,75.70790502929688,145
1700676883214787300,76.23878735351562,146
1700676883727330000,76.751330078125,147
1700676884238992600,77.26299267578125,148
1700676884750580000,77.774580078125,149
1700676885262504400,78.28650439453125,150
1700676885793411600,78.81741162109375,151
1700676886343424000,79.36742407226562,152
1700676886855161600,79.87916162109374,153
1700676887387352600,80.4113525390625,154
1700676887898262800,80.9222626953125,155
1700676888428974800,81.45297485351563,156
1700676888960275200,81.98427514648438,157
1700676889471714000,82.49571411132813,158
1700676889983562800,83.00756274414063,159
1700676890514488000,83.53848803710937,160
1700676891027494400,84.05149438476562,161
1700676891530114800,84.55411474609375,162
1700676892060208400,85.08420849609375,163
1700676892590616300,85.6146162109375,164
1700676893064646000,86.08864599609375,165
