time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1711073457479000000,0.239,45,1.5,0.8098266124725342,17.606000900268555,0,0,1072.4182949330072,-113.9851881,51.0679492
1711073462511000000,5.271,45,1.5,0.8212733268737793,12.00100040435791,0.3176264464855194,146.12600708007812,1072.4505661560797,-113.9851675,51.0679299
1711073465760164400,8.520164306640625,45,1.5,0.8367210030555725,12.460000038146973,0.13682706654071808,134.87168884277344,1072.6459942356519,-113.9851646,51.0679292
1711073466760453000,9.520453125,0,1.5,0.8467172980308533,12.565999984741211,0.08356453478336334,0,1072.6321636624498,-113.9851644,51.0679304
1711073467760310800,10.520310791015625,0,1.5,0.856712818145752,12.805000305175781,0.05507972091436386,0,1072.4574814341938,-113.9851643,51.0679311
1711073468760629200,11.520629150390626,0,1.5,0.8667128682136536,12.744000434875488,0.052999693900346756,0,1072.4436508836202,-113.9851642,51.0679322
1711073469760670500,12.52067041015625,45,1.5,0.8307340741157532,12.605999946594238,0.34869951009750366,84.03643035888672,1072.3525809252558,-113.9851478,51.0679326
1711073470760793000,13.52079296875,45,1.5,0.8365558385848999,12.418000221252441,0.4132230877876282,84.85450744628906,1072.3318352549627,-113.9851394,51.067933
1711073471760720100,14.52072021484375,45,1.5,0.8465445041656494,12.244999885559082,0.38451531529426575,83.65884399414062,1072.347970771901,-113.9851356,51.0679336
1711073472760605400,15.52060546875,45,1.5,0.8565382361412048,12.04699993133545,0.24141845107078552,70.7123031616211,1072.3502758482641,-113.9851353,51.0679347
1711073473760509000,16.520509033203126,45,1.5,0.870720386505127,11.97700023651123,0.12604708969593048,43.5833740234375,1072.5607060613881,-113.985136,51.0679356
1711073474760684800,17.520684814453126,45,1.5,0.8263813853263855,11.545999526977539,0.3592934310436249,12.69833755493164,1072.493254935716,-113.985135,51.0679409
1711073475760912000,18.520911865234375,45,1.5,0.8364009261131287,11.276000022888184,0.1947241723537445,14.553873062133789,1072.4586788939898,-113.9851346,51.0679414
1711073476760310000,19.52031005859375,45,1.5,0.8505532741546631,11.305000305175781,0.1750883162021637,155.02911376953125,1072.3993072361957,-113.9851333,51.0679372
1711073477760188400,20.5201884765625,45,1.5,0.8647336363792419,11.255000114440918,0.21620242297649384,165.7354736328125,1072.4338831930681,-113.9851328,51.0679349
1711073478760351700,21.520351806640626,45,1.5,0.8663949370384216,11.251999855041504,0.18257828056812286,177.0867462158203,1072.2465480342169,-113.9851332,51.0679335
1711073479760103400,22.520103515625,45,1.5,0.8259169459342957,11.298999786376953,1.1199854612350464,310.1452941894531,1072.3917673302726,-113.9851569,51.0679475
1711073480759070000,23.519070068359376,45,1.5,0.8359093070030212,11.675999641418457,0.8805111050605774,304.6997985839844,1072.661466927487,-113.9851655,51.0679502
1711073481759129000,24.519129150390626,45,1.5,0.8459686040878296,12.07699966430664,0.48265188932418823,295.1273193359375,1072.5462096364847,-113.9851678,51.0679494
1711073482759777300,25.51977734375,45,1.5,0.8600761294364929,12.380999565124512,0.22866035997867584,274.27069091796875,1072.6983495925087,-113.9851681,51.0679479
1711073483759178000,26.519177978515625,45,1.5,0.8700957298278809,12.701000213623047,0.13023054599761963,240.07838439941406,1072.6291947275997,-113.9851681,51.0679466
1711073484432724200,27.19272412109375,45,0.154412642121315,0.8262272477149963,12.036999702453613,0.1429019272327423,59.9544792175293,1072.6799680048885,-113.9851599,51.0679565
1711073484760049400,27.52004931640625,45,0.17250369489192963,0.8256515860557556,11.364999771118164,0.16110248863697052,58.5426025390625,1072.7958452478506,-113.9851585,51.0679584
1711073484886289400,27.646289306640625,45,0.17250369489192963,0.8256515860557556,10.711999893188477,0.16112616658210754,58.316749572753906,1072.7958452478506,-113.9851581,51.067959
1711073485760014600,28.5200146484375,45,0.18233412504196167,0.8356786966323853,9.913999557495117,0.18928252160549164,56.47273254394531,1072.6805273106474,-113.9851578,51.0679605
1711073486074406000,28.834406005859375,45,0.13198144733905792,0.8356786966323853,9.564000129699707,0.14780938625335693,59.808475494384766,1072.6805273106474,-113.9851578,51.0679608
1711073486759197400,29.519197509765625,45,0.15932320058345795,0.8456647992134094,8.805999755859375,0.15933658182621002,62.092411041259766,1072.7773858096712,-113.9851567,51.0679613
1711073487034999800,29.794999755859376,45,0.17783842980861664,0.8456647992134094,8.611000061035156,0.1757589429616928,62.06705093383789,1072.7773858096712,-113.9851567,51.0679614
1711073487643699700,30.40369970703125,45,0.1583472490310669,0.8456647992134094,8.45300006866455,0.15946660935878754,64.8816146850586,1072.7773858096712,-113.9851563,51.067962
1711073487759209500,30.51920947265625,45,0.1536194086074829,0.8556719422340393,8.302000045776367,0.15243713557720184,64.26471710205078,1072.5814517543074,-113.9851563,51.0679623
1711073488759342000,31.519342041015626,45,0.15979976952075958,0.8656534552574158,7.120999813079834,0.16233403980731964,60.89750671386719,1072.9180001073119,-113.9851551,51.0679629
1711073488893860900,31.65386083984375,45,0.15979976952075958,0.8172723054885864,7.084000110626221,0.16249004006385803,60.86735916137695,1072.9733244065737,-113.9851552,51.0679629
1711073489759336200,32.519336181640625,45,0.16759000718593597,0.8256888389587402,6.923999786376953,0.16021843254566193,62.44947814941406,1072.7467982633357,-113.9851583,51.0679589
1711073490384661200,33.1446611328125,45,0.16023458540439606,0.8256888389587402,6.754000186920166,0.154474675655365,58.97794723510742,1072.7467982633357,-113.9851591,51.0679585
