time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1711508679260849400,0.133849365234375,0.944627583026886,0.2773972451686859,0.009935814887285233,0.1750163733959198,0.09233212471008301,-0.5557164549827576,-2.748842477798462
1711508679279809300,0.152809326171875,0.9376956224441528,0.28212636709213257,0.022186700254678726,0.2015921026468277,0.08568869531154633,-0.5681132674217224,-2.6930346488952637
1711508679298769000,0.171768798828125,0.9318155646324158,0.2817644774913788,0.03180127218365669,0.22653310000896454,0.08131758868694305,-0.569858729839325,-2.6407968997955322
1711508679317728500,0.190728515625,0.9258663654327393,0.2739873230457306,0.037529900670051575,0.2574760317802429,0.08432282507419586,-0.5546871423721313,-2.5750973224639893
1711508679336688400,0.2096884765625,0.9287256598472595,0.26524388790130615,0.026647008955478668,0.25769028067588806,0.10130598396062851,-0.5310174822807312,-2.572707176208496
1711508679355648000,0.22864794921875,0.9359824657440186,0.2596026062965393,0.002642979146912694,0.23777365684509277,0.13612233102321625,-0.5089079141616821,-2.6085891723632812
1711508679374608000,0.24760791015625,0.936575174331665,0.25935402512550354,-0.012342085130512714,0.23539350926876068,0.16630084812641144,-0.500653088092804,-2.606511116027832
1711508679393567500,0.2665673828125,0.9341051578521729,0.255941778421402,-0.015257976949214935,0.24841201305389404,0.1773446947336197,-0.4899395704269409,-2.5773091316223145
1711508679412527400,0.28552734375,0.9349685311317444,0.2492394894361496,-0.023838501423597336,0.25128719210624695,0.1917971819639206,-0.471341073513031,-2.5702807903289795
1711508679431487000,0.304487060546875,0.939212441444397,0.24691103398799896,-0.04327806830406189,0.23461022973060608,0.2217797189950943,-0.45949649810791016,-2.5999507904052734
1711508679450446800,0.32344677734375,0.9431962966918945,0.2456790804862976,-0.05700273811817169,0.21627125144004822,0.24022823572158813,-0.45425286889076233,-2.635018825531006
1711508679469406500,0.342406494140625,0.9448868632316589,0.24178706109523773,-0.05705158784985542,0.21324391663074493,0.2361462116241455,-0.4473646283149719,-2.643707275390625
1711508679488366300,0.361366455078125,0.9444306492805481,0.23779787123203278,-0.04741470143198967,0.2219342440366745,0.2176104635000229,-0.4424129128456116,-2.6308608055114746
1711508679507326000,0.380325927734375,0.939674973487854,0.23424512147903442,-0.03184545412659645,0.24723689258098602,0.19526292383670807,-0.43838950991630554,-2.5834054946899414
1711508679526285800,0.399285888671875,0.9367750883102417,0.22828243672847748,-0.02478719688951969,0.26405519247055054,0.18456070125102997,-0.4275122582912445,-2.551924467086792
1711508679545245400,0.418245361328125,0.9336027503013611,0.22562240064144135,-0.023416824638843536,0.27736639976501465,0.18607939779758453,-0.4205836355686188,-2.5241901874542236
1711508679564205300,0.437205322265625,0.9310503602027893,0.22523856163024902,-0.027414530515670776,0.2857643663883209,0.1977948397397995,-0.415610671043396,-2.5041582584381104
1711508679583165000,0.4561650390625,0.9282795786857605,0.2238418459892273,-0.031095445156097412,0.2953386902809143,0.2084842324256897,-0.40847280621528625,-2.4821996688842773
1711508679602124800,0.475124755859375,0.9241219758987427,0.22186759114265442,-0.03181760758161545,0.30945277214050293,0.21466876566410065,-0.4010370969772339,-2.451549530029297
1711508679621084400,0.49408447265625,0.9196603298187256,0.2153821736574173,-0.029371920973062515,0.3270668089389801,0.21202057600021362,-0.38649436831474304,-2.4165737628936768
1711508679640044300,0.513044189453125,0.9161421060562134,0.2027057260274887,-0.025038229301571846,0.34491604566574097,0.1999085694551468,-0.3619967997074127,-2.3847427368164062
1711508679659004000,0.53200390625,0.9124983549118042,0.1863979995250702,-0.019695620983839035,0.3636132478713989,0.18240849673748016,-0.33191338181495667,-2.352564573287964
1711508679677963800,0.5509638671875,0.9089382290840149,0.16952553391456604,-0.015676064416766167,0.38058727979660034,0.1656966209411621,-0.3007580041885376,-2.323356866836548
1711508679696923600,0.569923583984375,0.9035863280296326,0.15509679913520813,-0.015905538573861122,0.3990284502506256,0.15896135568618774,-0.27089422941207886,-2.288182258605957
1711508679715883300,0.58888330078125,0.8964107632637024,0.14420603215694427,-0.021393299102783203,0.418562650680542,0.1646309494972229,-0.24301157891750336,-2.247755527496338
1711508679734843100,0.607843017578125,0.8855032324790955,0.13652722537517548,-0.026938525959849358,0.44330427050590515,0.17378298938274384,-0.21966908872127533,-2.194086790084839
1711508679753802800,0.626802734375,0.8734467029571533,0.13188117742538452,-0.033459100872278214,0.46752405166625977,0.1865582913160324,-0.20043586194515228,-2.139861822128296
1711508679772762600,0.6457626953125,0.8619230389595032,0.1295841485261917,-0.04087367281317711,0.48849359154701233,0.20183154940605164,-0.18449494242668152,-2.0916361808776855
1711508679791722500,0.664722412109375,0.8514825105667114,0.12876850366592407,-0.04877004772424698,0.5059819221496582,0.2182401418685913,-0.17076343297958374,-2.0504980087280273
1711508679810682000,0.68368212890625,0.8427204489707947,0.1284523457288742,-0.057828713208436966,0.5195941925048828,0.23601582646369934,-0.15704870223999023,-2.0179102420806885
1711508679829642000,0.70264208984375,0.8360397815704346,0.12710043787956238,-0.06732409447431564,0.5294812917709351,0.25233766436576843,-0.1417020857334137,-1.9944684505462646
1711508679848601900,0.721601806640625,0.8298935294151306,0.1250690519809723,-0.07605205476284027,0.5383777618408203,0.2661146819591522,-0.12603189051151276,-1.9737361669540405
1711508679867561500,0.7405615234375,0.8240036964416504,0.12389504909515381,-0.08426682651042938,0.5464128851890564,0.27963775396347046,-0.11232706159353256,-1.9546821117401123
1711508679886521300,0.759521240234375,0.8176602125167847,0.12347746640443802,-0.09151888638734818,0.5548057556152344,0.29227331280708313,-0.10054412484169006,-1.9344422817230225
