time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1710887967857000000,0.229,45,1.5,1.3341652154922485,14.178000450134277,0,0,1099.8368376371939,-114.1341139,51.0777578
1710887975650586000,8.022586181640625,45,0.311104953289032,1.5035953521728516,25.55699920654297,0.30092310905456543,62.529354095458984,1099.2000732421875,-114.1341036,51.0777615
1710887980542236200,12.914236083984376,0,0.09643641859292984,1.536169171333313,18.100000381469727,0.0713895708322525,0,1099.2000732421875,-114.1341227,51.0777657
1710887980857402400,13.22940234375,45,0.12905265390872955,1.536169171333313,9.527000427246094,0.1116924062371254,170.94949340820312,1099.2000732421875,-114.1341292,51.0777608
1710887981482927400,13.85492724609375,0,0.1149042546749115,1.536169171333313,9.168000221252441,0.08483351022005081,0,1099.2000732421875,-114.1341298,51.0777603
1710887982240998400,14.612998291015625,0,0.11760810017585754,1.5523595809936523,9.015999794006348,0.0491446927189827,0,1099.2000732421875,-114.1341291,51.0777599
1710887982783836700,15.155836669921875,0,0.14579908549785614,1.5523595809936523,8.937999725341797,0.09520812332630157,0,1099.2000732421875,-114.1341288,51.07776
1710887983504758500,15.876758544921875,0,0.1277037262916565,1.5647494792938232,8.654000282287598,0.08164496719837189,0,1099.2000732421875,-114.1341297,51.0777611
1710887984042766800,16.414766845703124,0,0.17558136582374573,1.5647494792938232,8.815999984741211,0.05920061841607094,0,1099.2000732421875,-114.134131,51.0777624
1710887984715948300,17.0879482421875,45,0.2002735584974289,1.577151894569397,8.95199966430664,0.13566936552524567,110.79148864746094,1099.2000732421875,-114.1341319,51.0777633
1710887985236552000,17.608552001953125,45,0.4223778545856476,1.577151894569397,9.187999725341797,0.2419125884771347,111.889892578125,1099.2000732421875,-114.1341266,51.0777615
1710887985547648500,17.9196484375,45,0.4223778545856476,1.5479885339736938,9.38599967956543,0.28517958521842957,108.88438415527344,1099.2000732421875,-114.1341179,51.0777587
1710887985921002500,18.29300244140625,45,0.36026328802108765,1.5479885339736938,9.289999961853027,0.23788057267665863,214.63662719726562,1099.2000732421875,-114.1341312,51.0777539
1710887986440754700,18.812754638671876,45,0.5280937552452087,1.5479885339736938,9.230999946594238,0.3756445348262787,78.1005630493164,1099.2000732421875,-114.1341229,51.0777464
1710887987095198700,19.46719873046875,45,0.2671544849872589,1.5634902715682983,9.347999572753906,0.9224839210510254,72.33150482177734,1099.2000732421875,-114.134109,51.0777408
1710887987615581000,19.987580810546874,45,0.29166218638420105,1.5634902715682983,9.53600025177002,1.0826787948608398,67.73291778564453,1099.2000732421875,-114.1340981,51.0777393
1710887988299640300,20.671640380859376,45,0.20698198676109314,1.5755064487457275,9.798999786376953,1.2445635795593262,62.710845947265625,1099.2000732421875,-114.1340875,51.0777396
1710887988802360600,21.174360595703124,45,0.252260684967041,1.5755064487457275,10.258999824523926,1.2674784660339355,59.97135925292969,1099.2000732421875,-114.1340799,51.0777406
1710887989455649300,21.827649169921877,45,0.21776865422725677,1.5870894193649292,10.859000205993652,1.3021069765090942,59.21039581298828,1099.2000732421875,-114.1340709,51.0777427
1710887989985478700,22.357478759765623,45,0.17025773227214813,1.5870894193649292,11.592000007629395,1.3078749179840088,58.06025695800781,1099.2000732421875,-114.1340647,51.0777443
1710887990553060400,22.925060302734376,45,0.20679871737957,1.5113084316253662,12.1899995803833,1.3122212886810303,58.963016510009766,1099.2000732421875,-114.1340651,51.0777437
1710887990641905000,23.01390478515625,45,0.20704570412635803,1.5113084316253662,12.052000045776367,1.3023451566696167,52.21512222290039,1099.2000732421875,-114.134045,51.0777568
1710887991257255200,23.629255126953126,45,0.1652931123971939,1.5113084316253662,12.371000289916992,1.3076846599578857,55.27657699584961,1099.2000732421875,-114.1340425,51.0777598
1710887991864223000,24.236222900390626,45,0.2158157378435135,1.5247256755828857,12.67300033569336,1.3024942874908447,58.21209716796875,1099.2000732421875,-114.1340367,51.0777629
1710887992338658000,24.710657958984374,45,0.19847336411476135,1.5247256755828857,13.041000366210938,1.3180776834487915,57.73997497558594,1099.2000732421875,-114.1340328,51.0777645
1710887993001293800,25.3732939453125,45,0.16062648594379425,1.536328911781311,13.579000473022461,1.3292815685272217,53.53689956665039,1099.2000732421875,-114.1340273,51.0777671
1710887993561343200,25.93334326171875,45,0.20644576847553253,1.536328911781311,13.637999534606934,1.3338626623153687,49.47554016113281,1099.2000732421875,-114.1340229,51.0777698
1710887994120821800,26.49282177734375,45,0.1476745456457138,1.547548770904541,14.354000091552734,1.3312797546386719,45.9286994934082,1099.2000732421875,-114.1340207,51.0777721
1710887994764071700,27.13607177734375,45,0.20190761983394623,1.547548770904541,15.038000106811523,1.3259410858154297,42.07466506958008,1099.2000732421875,-114.1340174,51.0777756
1710887995220330000,27.592330078125,45,0.15889164805412292,1.558359980583191,15.821000099182129,1.3365561962127686,37.60440444946289,1099.2000732421875,-114.134018,51.0777774
1710887995558475300,27.930475341796875,45,0.21025942265987396,1.5240460634231567,16.652999877929688,1.3230525255203247,37.32143783569336,1099.2000732421875,-114.1340529,51.0777656
1710887995902068000,28.27406787109375,45,0.2084011286497116,1.5240460634231567,16.719999313354492,1.3174277544021606,40.96240234375,1099.2000732421875,-114.1339886,51.0777943
1710887996443189500,28.815189453125,45,0.20047420263290405,1.5240460634231567,16.69300079345703,1.3306483030319214,41.80242156982422,1099.2000732421875,-114.1339806,51.0777991
